Report Date,Region Name,Grade,Weight Range,Live Wtd Avg Price
02/15/2017,MIDWEST,Breaker (75% lean),All weights,
02/14/2017,SOUTH CENTRAL,Premium White,All weights,
02/14/2017,SOUTH CENTRAL,Breaker (75% lean),All weights,
02/14/2017,NORTH CENTRAL,Premium White,All weights,
02/14/2017,NORTH CENTRAL,Breaker (75% lean),All weights,
02/14/2017,EAST,Premium White,All weights,
02/14/2017,EAST,Breaker (75% lean),All weights,
02/14/2017,WEST,Premium White,All weights,
02/14/2017,WEST,Breaker (75% lean),All weights,
02/14/2017,MIDWEST,Premium White,All weights,
02/14/2017,MIDWEST,Breaker (75% lean),All weights,
02/13/2017,SOUTH CENTRAL,Premium White,All weights,
02/13/2017,SOUTH CENTRAL,Breaker (75% lean),All weights,
02/13/2017,NORTH CENTRAL,Premium White,All weights,
02/13/2017,NORTH CENTRAL,Breaker (75% lean),All weights,
02/13/2017,EAST,Premium White,All weights,
02/13/2017,EAST,Breaker (75% lean),All weights,
02/13/2017,WEST,Premium White,All weights,
02/13/2017,WEST,Breaker (75% lean),All weights,
02/13/2017,MIDWEST,Premium White,All weights,
02/13/2017,MIDWEST,Breaker (75% lean),All weights,
02/10/2017,SOUTH CENTRAL,Premium White,All weights,
02/10/2017,SOUTH CENTRAL,Breaker (75% lean),All weights,
02/10/2017,NORTH CENTRAL,Premium White,All weights,
02/10/2017,NORTH CENTRAL,Breaker (75% lean),All weights,
02/10/2017,EAST,Premium White,All weights,
02/10/2017,EAST,Breaker (75% lean),All weights,
02/10/2017,WEST,Premium White,All weights,
02/10/2017,WEST,Breaker (75% lean),All weights,
02/10/2017,MIDWEST,Premium White,All weights,
02/10/2017,MIDWEST,Breaker (75% lean),All weights,
02/09/2017,SOUTH CENTRAL,Premium White,All weights,
02/09/2017,SOUTH CENTRAL,Breaker (75% lean),All weights,
02/09/2017,NORTH CENTRAL,Premium White,All weights,
02/09/2017,NORTH CENTRAL,Breaker (75% lean),All weights,
02/09/2017,EAST,Premium White,All weights,
02/09/2017,EAST,Breaker (75% lean),All weights,
02/09/2017,WEST,Premium White,All weights,
02/09/2017,WEST,Breaker (75% lean),All weights,
02/09/2017,MIDWEST,Premium White,All weights,
02/09/2017,MIDWEST,Breaker (75% lean),All weights,
02/08/2017,SOUTH CENTRAL,Premium White,All weights,
02/08/2017,SOUTH CENTRAL,Breaker (75% lean),All weights,
02/08/2017,NORTH CENTRAL,Premium White,All weights,
02/08/2017,NORTH CENTRAL,Breaker (75% lean),All weights,
02/08/2017,EAST,Premium White,All weights,
02/08/2017,EAST,Breaker (75% lean),All weights,
02/08/2017,WEST,Premium White,All weights,
02/08/2017,WEST,Breaker (75% lean),All weights,
02/08/2017,MIDWEST,Premium White,All weights,
02/08/2017,MIDWEST,Breaker (75% lean),All weights,
02/07/2017,SOUTH CENTRAL,Premium White,All weights,
02/07/2017,SOUTH CENTRAL,Breaker (75% lean),All weights,
02/07/2017,NORTH CENTRAL,Premium White,All weights,
02/07/2017,NORTH CENTRAL,Breaker (75% lean),All weights,
02/07/2017,EAST,Premium White,All weights,
02/07/2017,EAST,Breaker (75% lean),All weights,
02/07/2017,WEST,Premium White,All weights,
02/07/2017,WEST,Breaker (75% lean),All weights,
02/07/2017,MIDWEST,Premium White,All weights,
02/07/2017,MIDWEST,Breaker (75% lean),All weights,
02/06/2017,SOUTH CENTRAL,Premium White,All weights,
02/06/2017,SOUTH CENTRAL,Breaker (75% lean),All weights,
02/06/2017,NORTH CENTRAL,Premium White,All weights,
02/06/2017,NORTH CENTRAL,Breaker (75% lean),All weights,
02/06/2017,EAST,Premium White,All weights,
02/06/2017,EAST,Breaker (75% lean),All weights,
02/06/2017,WEST,Premium White,All weights,
02/06/2017,WEST,Breaker (75% lean),All weights,
02/06/2017,MIDWEST,Premium White,All weights,
02/06/2017,MIDWEST,Breaker (75% lean),All weights,
02/03/2017,SOUTH CENTRAL,Premium White,All weights,
02/03/2017,SOUTH CENTRAL,Breaker (75% lean),All weights,
02/03/2017,NORTH CENTRAL,Premium White,All weights,
02/03/2017,NORTH CENTRAL,Breaker (75% lean),All weights,
02/03/2017,EAST,Premium White,All weights,
02/03/2017,EAST,Breaker (75% lean),All weights,
02/03/2017,WEST,Premium White,All weights,
02/03/2017,WEST,Breaker (75% lean),All weights,
02/03/2017,MIDWEST,Premium White,All weights,
02/03/2017,MIDWEST,Breaker (75% lean),All weights,
02/02/2017,SOUTH CENTRAL,Premium White,All weights,
02/02/2017,SOUTH CENTRAL,Breaker (75% lean),All weights,
02/02/2017,NORTH CENTRAL,Premium White,All weights,
02/02/2017,NORTH CENTRAL,Breaker (75% lean),All weights,
02/02/2017,EAST,Premium White,All weights,
02/02/2017,EAST,Breaker (75% lean),All weights,
02/02/2017,WEST,Premium White,All weights,
02/02/2017,WEST,Breaker (75% lean),All weights,
02/02/2017,MIDWEST,Premium White,All weights,
02/02/2017,MIDWEST,Breaker (75% lean),All weights,
02/01/2017,SOUTH CENTRAL,Premium White,All weights,
02/01/2017,SOUTH CENTRAL,Breaker (75% lean),All weights,
02/01/2017,NORTH CENTRAL,Premium White,All weights,
02/01/2017,NORTH CENTRAL,Breaker (75% lean),All weights,
02/01/2017,EAST,Premium White,All weights,
02/01/2017,EAST,Breaker (75% lean),All weights,
02/01/2017,WEST,Premium White,All weights,
02/01/2017,WEST,Breaker (75% lean),All weights,
02/01/2017,MIDWEST,Premium White,All weights,
02/01/2017,MIDWEST,Breaker (75% lean),All weights,
01/31/2017,SOUTH CENTRAL,Premium White,All weights,
01/31/2017,SOUTH CENTRAL,Breaker (75% lean),All weights,
01/31/2017,NORTH CENTRAL,Premium White,All weights,
01/31/2017,NORTH CENTRAL,Breaker (75% lean),All weights,
01/31/2017,EAST,Premium White,All weights,
01/31/2017,EAST,Breaker (75% lean),All weights,
01/31/2017,WEST,Premium White,All weights,
01/31/2017,WEST,Breaker (75% lean),All weights,
01/31/2017,MIDWEST,Premium White,All weights,
01/31/2017,MIDWEST,Breaker (75% lean),All weights,
01/30/2017,SOUTH CENTRAL,Premium White,All weights,
01/30/2017,SOUTH CENTRAL,Breaker (75% lean),All weights,
01/30/2017,NORTH CENTRAL,Premium White,All weights,
01/30/2017,NORTH CENTRAL,Breaker (75% lean),All weights,
01/30/2017,EAST,Premium White,All weights,
01/30/2017,EAST,Breaker (75% lean),All weights,
01/30/2017,WEST,Premium White,All weights,
01/30/2017,WEST,Breaker (75% lean),All weights,
01/30/2017,MIDWEST,Premium White,All weights,
01/30/2017,MIDWEST,Breaker (75% lean),All weights,
01/27/2017,SOUTH CENTRAL,Premium White,All weights,
01/27/2017,SOUTH CENTRAL,Breaker (75% lean),All weights,
01/27/2017,NORTH CENTRAL,Premium White,All weights,
01/27/2017,NORTH CENTRAL,Breaker (75% lean),All weights,
01/27/2017,EAST,Premium White,All weights,
01/27/2017,EAST,Breaker (75% lean),All weights,
01/27/2017,WEST,Premium White,All weights,
01/27/2017,WEST,Breaker (75% lean),All weights,
01/27/2017,MIDWEST,Premium White,All weights,
01/27/2017,MIDWEST,Breaker (75% lean),All weights,
01/26/2017,SOUTH CENTRAL,Premium White,All weights,
01/26/2017,SOUTH CENTRAL,Breaker (75% lean),All weights,
01/26/2017,NORTH CENTRAL,Premium White,All weights,
01/26/2017,NORTH CENTRAL,Breaker (75% lean),All weights,
01/26/2017,EAST,Premium White,All weights,
01/26/2017,EAST,Breaker (75% lean),All weights,
01/26/2017,WEST,Premium White,All weights,
01/26/2017,WEST,Breaker (75% lean),All weights,
01/26/2017,MIDWEST,Premium White,All weights,
01/26/2017,MIDWEST,Breaker (75% lean),All weights,
01/25/2017,SOUTH CENTRAL,Premium White,All weights,
01/25/2017,SOUTH CENTRAL,Breaker (75% lean),All weights,
01/25/2017,NORTH CENTRAL,Premium White,All weights,
01/25/2017,NORTH CENTRAL,Breaker (75% lean),All weights,
01/25/2017,EAST,Premium White,All weights,
01/25/2017,EAST,Breaker (75% lean),All weights,
01/25/2017,WEST,Premium White,All weights,
01/25/2017,WEST,Breaker (75% lean),All weights,
01/25/2017,MIDWEST,Premium White,All weights,
01/25/2017,MIDWEST,Breaker (75% lean),All weights,
01/24/2017,SOUTH CENTRAL,Premium White,All weights,
01/24/2017,SOUTH CENTRAL,Breaker (75% lean),All weights,
01/24/2017,NORTH CENTRAL,Premium White,All weights,
01/24/2017,NORTH CENTRAL,Breaker (75% lean),All weights,
01/24/2017,EAST,Premium White,All weights,
01/24/2017,EAST,Breaker (75% lean),All weights,
01/24/2017,WEST,Premium White,All weights,
01/24/2017,WEST,Breaker (75% lean),All weights,
01/24/2017,MIDWEST,Premium White,All weights,
01/24/2017,MIDWEST,Breaker (75% lean),All weights,
01/23/2017,SOUTH CENTRAL,Premium White,All weights,
01/23/2017,SOUTH CENTRAL,Breaker (75% lean),All weights,
01/23/2017,NORTH CENTRAL,Premium White,All weights,
01/23/2017,NORTH CENTRAL,Breaker (75% lean),All weights,
01/23/2017,EAST,Premium White,All weights,
01/23/2017,EAST,Breaker (75% lean),All weights,
01/23/2017,WEST,Premium White,All weights,
01/23/2017,WEST,Breaker (75% lean),All weights,
01/23/2017,MIDWEST,Premium White,All weights,
01/23/2017,MIDWEST,Breaker (75% lean),All weights,
01/20/2017,SOUTH CENTRAL,Premium White,All weights,
01/20/2017,SOUTH CENTRAL,Breaker (75% lean),All weights,
01/20/2017,NORTH CENTRAL,Premium White,All weights,
01/20/2017,NORTH CENTRAL,Breaker (75% lean),All weights,
01/20/2017,EAST,Premium White,All weights,
01/20/2017,EAST,Breaker (75% lean),All weights,
01/20/2017,WEST,Premium White,All weights,
01/20/2017,WEST,Breaker (75% lean),All weights,
01/20/2017,MIDWEST,Premium White,All weights,
01/20/2017,MIDWEST,Breaker (75% lean),All weights,
01/19/2017,SOUTH CENTRAL,Premium White,All weights,
01/19/2017,SOUTH CENTRAL,Breaker (75% lean),All weights,
01/19/2017,NORTH CENTRAL,Premium White,All weights,
01/19/2017,NORTH CENTRAL,Breaker (75% lean),All weights,
01/19/2017,EAST,Premium White,All weights,
01/19/2017,EAST,Breaker (75% lean),All weights,
01/19/2017,WEST,Premium White,All weights,
01/19/2017,WEST,Breaker (75% lean),All weights,
01/19/2017,MIDWEST,Premium White,All weights,
01/19/2017,MIDWEST,Breaker (75% lean),All weights,
01/18/2017,SOUTH CENTRAL,Premium White,All weights,
01/18/2017,SOUTH CENTRAL,Breaker (75% lean),All weights,
01/18/2017,NORTH CENTRAL,Premium White,All weights,
01/18/2017,NORTH CENTRAL,Breaker (75% lean),All weights,
01/18/2017,EAST,Premium White,All weights,
01/18/2017,EAST,Breaker (75% lean),All weights,
01/18/2017,WEST,Premium White,All weights,
01/18/2017,WEST,Breaker (75% lean),All weights,
01/18/2017,MIDWEST,Premium White,All weights,
01/18/2017,MIDWEST,Breaker (75% lean),All weights,
01/17/2017,SOUTH CENTRAL,Premium White,All weights,
01/17/2017,SOUTH CENTRAL,Breaker (75% lean),All weights,
01/17/2017,NORTH CENTRAL,Premium White,All weights,
01/17/2017,NORTH CENTRAL,Breaker (75% lean),All weights,
01/17/2017,EAST,Premium White,All weights,
01/17/2017,EAST,Breaker (75% lean),All weights,
01/17/2017,WEST,Premium White,All weights,
01/17/2017,WEST,Breaker (75% lean),All weights,
01/17/2017,MIDWEST,Premium White,All weights,
01/17/2017,MIDWEST,Breaker (75% lean),All weights,
01/16/2017,SOUTH CENTRAL,Premium White,All weights,
01/16/2017,SOUTH CENTRAL,Breaker (75% lean),All weights,
01/16/2017,NORTH CENTRAL,Premium White,All weights,
01/16/2017,NORTH CENTRAL,Breaker (75% lean),All weights,
01/16/2017,EAST,Premium White,All weights,
01/16/2017,EAST,Breaker (75% lean),All weights,
01/16/2017,WEST,Premium White,All weights,
01/16/2017,WEST,Breaker (75% lean),All weights,
01/16/2017,MIDWEST,Premium White,All weights,
01/16/2017,MIDWEST,Breaker (75% lean),All weights,
01/13/2017,SOUTH CENTRAL,Premium White,All weights,
01/13/2017,SOUTH CENTRAL,Breaker (75% lean),All weights,
01/13/2017,NORTH CENTRAL,Premium White,All weights,
01/13/2017,NORTH CENTRAL,Breaker (75% lean),All weights,
01/13/2017,EAST,Premium White,All weights,
01/13/2017,EAST,Breaker (75% lean),All weights,
01/13/2017,WEST,Premium White,All weights,
01/13/2017,WEST,Breaker (75% lean),All weights,
01/13/2017,MIDWEST,Premium White,All weights,
01/13/2017,MIDWEST,Breaker (75% lean),All weights,
01/12/2017,SOUTH CENTRAL,Premium White,All weights,
01/12/2017,SOUTH CENTRAL,Breaker (75% lean),All weights,
01/12/2017,NORTH CENTRAL,Premium White,All weights,
01/12/2017,NORTH CENTRAL,Breaker (75% lean),All weights,
01/12/2017,EAST,Premium White,All weights,
01/12/2017,EAST,Breaker (75% lean),All weights,
01/12/2017,WEST,Premium White,All weights,
01/12/2017,WEST,Breaker (75% lean),All weights,
01/12/2017,MIDWEST,Premium White,All weights,
01/12/2017,MIDWEST,Breaker (75% lean),All weights,
01/11/2017,SOUTH CENTRAL,Premium White,All weights,
01/11/2017,SOUTH CENTRAL,Breaker (75% lean),All weights,
01/11/2017,NORTH CENTRAL,Premium White,All weights,
01/11/2017,NORTH CENTRAL,Breaker (75% lean),All weights,
01/11/2017,EAST,Premium White,All weights,
01/11/2017,EAST,Breaker (75% lean),All weights,
01/11/2017,WEST,Premium White,All weights,
01/11/2017,WEST,Breaker (75% lean),All weights,
01/11/2017,MIDWEST,Premium White,All weights,
01/11/2017,MIDWEST,Breaker (75% lean),All weights,
01/10/2017,SOUTH CENTRAL,Premium White,All weights,
01/10/2017,SOUTH CENTRAL,Breaker (75% lean),All weights,
01/10/2017,NORTH CENTRAL,Premium White,All weights,
01/10/2017,NORTH CENTRAL,Breaker (75% lean),All weights,
01/10/2017,EAST,Premium White,All weights,53.08
01/10/2017,EAST,Breaker (75% lean),All weights,
01/10/2017,WEST,Premium White,All weights,
01/10/2017,WEST,Breaker (75% lean),All weights,
01/10/2017,MIDWEST,Premium White,All weights,
01/10/2017,MIDWEST,Breaker (75% lean),All weights,
01/09/2017,SOUTH CENTRAL,Premium White,All weights,
01/09/2017,SOUTH CENTRAL,Breaker (75% lean),All weights,
01/09/2017,NORTH CENTRAL,Premium White,All weights,
01/09/2017,NORTH CENTRAL,Breaker (75% lean),All weights,
01/09/2017,EAST,Premium White,All weights,
01/09/2017,EAST,Breaker (75% lean),All weights,
01/09/2017,WEST,Premium White,All weights,
01/09/2017,WEST,Breaker (75% lean),All weights,
01/09/2017,MIDWEST,Premium White,All weights,
01/09/2017,MIDWEST,Breaker (75% lean),All weights,
01/06/2017,SOUTH CENTRAL,Premium White,All weights,
01/06/2017,SOUTH CENTRAL,Breaker (75% lean),All weights,
01/06/2017,NORTH CENTRAL,Premium White,All weights,
01/06/2017,NORTH CENTRAL,Breaker (75% lean),All weights,
01/06/2017,EAST,Premium White,All weights,
01/06/2017,EAST,Breaker (75% lean),All weights,
01/06/2017,WEST,Premium White,All weights,
01/06/2017,WEST,Breaker (75% lean),All weights,
01/06/2017,MIDWEST,Premium White,All weights,
01/06/2017,MIDWEST,Breaker (75% lean),All weights,
01/05/2017,SOUTH CENTRAL,Premium White,All weights,
01/05/2017,SOUTH CENTRAL,Breaker (75% lean),All weights,
01/05/2017,NORTH CENTRAL,Premium White,All weights,
01/05/2017,NORTH CENTRAL,Breaker (75% lean),All weights,
01/05/2017,EAST,Premium White,All weights,53.05
01/05/2017,EAST,Breaker (75% lean),All weights,
01/05/2017,WEST,Premium White,All weights,
01/05/2017,WEST,Breaker (75% lean),All weights,
01/05/2017,MIDWEST,Premium White,All weights,
01/05/2017,MIDWEST,Breaker (75% lean),All weights,
01/04/2017,SOUTH CENTRAL,Premium White,All weights,
01/04/2017,SOUTH CENTRAL,Breaker (75% lean),All weights,
01/04/2017,NORTH CENTRAL,Premium White,All weights,
01/04/2017,NORTH CENTRAL,Breaker (75% lean),All weights,
01/04/2017,EAST,Premium White,All weights,
01/04/2017,EAST,Breaker (75% lean),All weights,
01/04/2017,WEST,Premium White,All weights,
01/04/2017,WEST,Breaker (75% lean),All weights,
01/04/2017,MIDWEST,Premium White,All weights,
01/04/2017,MIDWEST,Breaker (75% lean),All weights,
01/03/2017,SOUTH CENTRAL,Premium White,All weights,
01/03/2017,SOUTH CENTRAL,Breaker (75% lean),All weights,
01/03/2017,NORTH CENTRAL,Premium White,All weights,
01/03/2017,NORTH CENTRAL,Breaker (75% lean),All weights,
01/03/2017,EAST,Premium White,All weights,
01/03/2017,EAST,Breaker (75% lean),All weights,
01/03/2017,WEST,Premium White,All weights,
01/03/2017,WEST,Breaker (75% lean),All weights,
01/03/2017,MIDWEST,Premium White,All weights,
01/03/2017,MIDWEST,Breaker (75% lean),All weights,
12/30/2016,SOUTH CENTRAL,Premium White,All weights,
12/30/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
12/30/2016,NORTH CENTRAL,Premium White,All weights,
12/30/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
12/30/2016,EAST,Premium White,All weights,
12/30/2016,EAST,Breaker (75% lean),All weights,
12/30/2016,WEST,Premium White,All weights,
12/30/2016,WEST,Breaker (75% lean),All weights,
12/30/2016,MIDWEST,Premium White,All weights,
12/30/2016,MIDWEST,Breaker (75% lean),All weights,
12/29/2016,SOUTH CENTRAL,Premium White,All weights,
12/29/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
12/29/2016,NORTH CENTRAL,Premium White,All weights,
12/29/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
12/29/2016,EAST,Premium White,All weights,
12/29/2016,EAST,Breaker (75% lean),All weights,
12/29/2016,WEST,Premium White,All weights,
12/29/2016,WEST,Breaker (75% lean),All weights,
12/29/2016,MIDWEST,Premium White,All weights,
12/29/2016,MIDWEST,Breaker (75% lean),All weights,
12/28/2016,SOUTH CENTRAL,Premium White,All weights,
12/28/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
12/28/2016,NORTH CENTRAL,Premium White,All weights,
12/28/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
12/28/2016,EAST,Premium White,All weights,
12/28/2016,EAST,Breaker (75% lean),All weights,
12/28/2016,WEST,Premium White,All weights,
12/28/2016,WEST,Breaker (75% lean),All weights,
12/28/2016,MIDWEST,Premium White,All weights,
12/28/2016,MIDWEST,Breaker (75% lean),All weights,
12/27/2016,SOUTH CENTRAL,Premium White,All weights,
12/27/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
12/27/2016,NORTH CENTRAL,Premium White,All weights,
12/27/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
12/27/2016,EAST,Premium White,All weights,
12/27/2016,EAST,Breaker (75% lean),All weights,
12/27/2016,WEST,Premium White,All weights,
12/27/2016,WEST,Breaker (75% lean),All weights,
12/27/2016,MIDWEST,Premium White,All weights,
12/27/2016,MIDWEST,Breaker (75% lean),All weights,
12/23/2016,SOUTH CENTRAL,Premium White,All weights,
12/23/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
12/23/2016,NORTH CENTRAL,Premium White,All weights,
12/23/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
12/23/2016,EAST,Premium White,All weights,
12/23/2016,EAST,Breaker (75% lean),All weights,
12/23/2016,WEST,Premium White,All weights,
12/23/2016,WEST,Breaker (75% lean),All weights,
12/23/2016,MIDWEST,Premium White,All weights,
12/23/2016,MIDWEST,Breaker (75% lean),All weights,
12/22/2016,SOUTH CENTRAL,Premium White,All weights,
12/22/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
12/22/2016,NORTH CENTRAL,Premium White,All weights,
12/22/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
12/22/2016,EAST,Premium White,All weights,
12/22/2016,EAST,Breaker (75% lean),All weights,
12/22/2016,WEST,Premium White,All weights,
12/22/2016,WEST,Breaker (75% lean),All weights,
12/22/2016,MIDWEST,Premium White,All weights,
12/22/2016,MIDWEST,Breaker (75% lean),All weights,
12/21/2016,SOUTH CENTRAL,Premium White,All weights,
12/21/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
12/21/2016,NORTH CENTRAL,Premium White,All weights,
12/21/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
12/21/2016,EAST,Premium White,All weights,50.10
12/21/2016,EAST,Breaker (75% lean),All weights,
12/21/2016,WEST,Premium White,All weights,
12/21/2016,WEST,Breaker (75% lean),All weights,
12/21/2016,MIDWEST,Premium White,All weights,
12/21/2016,MIDWEST,Breaker (75% lean),All weights,
12/20/2016,SOUTH CENTRAL,Premium White,All weights,
12/20/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
12/20/2016,NORTH CENTRAL,Premium White,All weights,
12/20/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
12/20/2016,EAST,Premium White,All weights,
12/20/2016,EAST,Breaker (75% lean),All weights,
12/20/2016,WEST,Premium White,All weights,
12/20/2016,WEST,Breaker (75% lean),All weights,
12/20/2016,MIDWEST,Premium White,All weights,
12/20/2016,MIDWEST,Breaker (75% lean),All weights,
12/19/2016,SOUTH CENTRAL,Premium White,All weights,
12/19/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
12/19/2016,NORTH CENTRAL,Premium White,All weights,
12/19/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
12/19/2016,EAST,Premium White,All weights,49.09
12/19/2016,EAST,Breaker (75% lean),All weights,49.71
12/19/2016,WEST,Premium White,All weights,
12/19/2016,WEST,Breaker (75% lean),All weights,
12/19/2016,MIDWEST,Premium White,All weights,
12/19/2016,MIDWEST,Breaker (75% lean),All weights,
12/16/2016,SOUTH CENTRAL,Premium White,All weights,
12/16/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
12/16/2016,NORTH CENTRAL,Premium White,All weights,
12/16/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
12/16/2016,EAST,Premium White,All weights,
12/16/2016,EAST,Breaker (75% lean),All weights,
12/16/2016,WEST,Premium White,All weights,
12/16/2016,WEST,Breaker (75% lean),All weights,
12/16/2016,MIDWEST,Premium White,All weights,
12/16/2016,MIDWEST,Breaker (75% lean),All weights,
12/15/2016,SOUTH CENTRAL,Premium White,All weights,
12/15/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
12/15/2016,NORTH CENTRAL,Premium White,All weights,
12/15/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
12/15/2016,EAST,Premium White,All weights,
12/15/2016,EAST,Breaker (75% lean),All weights,
12/15/2016,WEST,Premium White,All weights,
12/15/2016,WEST,Breaker (75% lean),All weights,
12/15/2016,MIDWEST,Premium White,All weights,
12/15/2016,MIDWEST,Breaker (75% lean),All weights,
12/14/2016,SOUTH CENTRAL,Premium White,All weights,
12/14/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
12/14/2016,NORTH CENTRAL,Premium White,All weights,
12/14/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
12/14/2016,EAST,Premium White,All weights,
12/14/2016,EAST,Breaker (75% lean),All weights,
12/14/2016,WEST,Premium White,All weights,
12/14/2016,WEST,Breaker (75% lean),All weights,
12/14/2016,MIDWEST,Premium White,All weights,
12/14/2016,MIDWEST,Breaker (75% lean),All weights,
12/13/2016,SOUTH CENTRAL,Premium White,All weights,
12/13/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
12/13/2016,NORTH CENTRAL,Premium White,All weights,
12/13/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
12/13/2016,EAST,Premium White,All weights,
12/13/2016,EAST,Breaker (75% lean),All weights,
12/13/2016,WEST,Premium White,All weights,
12/13/2016,WEST,Breaker (75% lean),All weights,
12/13/2016,MIDWEST,Premium White,All weights,
12/13/2016,MIDWEST,Breaker (75% lean),All weights,
12/12/2016,SOUTH CENTRAL,Premium White,All weights,
12/12/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
12/12/2016,NORTH CENTRAL,Premium White,All weights,
12/12/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
12/12/2016,EAST,Premium White,All weights,
12/12/2016,EAST,Breaker (75% lean),All weights,
12/12/2016,WEST,Premium White,All weights,
12/12/2016,WEST,Breaker (75% lean),All weights,
12/12/2016,MIDWEST,Premium White,All weights,
12/12/2016,MIDWEST,Breaker (75% lean),All weights,
12/09/2016,SOUTH CENTRAL,Premium White,All weights,
12/09/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
12/09/2016,NORTH CENTRAL,Premium White,All weights,
12/09/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
12/09/2016,EAST,Premium White,All weights,
12/09/2016,EAST,Breaker (75% lean),All weights,
12/09/2016,WEST,Premium White,All weights,
12/09/2016,WEST,Breaker (75% lean),All weights,
12/09/2016,MIDWEST,Premium White,All weights,
12/09/2016,MIDWEST,Breaker (75% lean),All weights,
12/08/2016,SOUTH CENTRAL,Premium White,All weights,
12/08/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
12/08/2016,NORTH CENTRAL,Premium White,All weights,
12/08/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
12/08/2016,EAST,Premium White,All weights,
12/08/2016,EAST,Breaker (75% lean),All weights,
12/08/2016,WEST,Premium White,All weights,
12/08/2016,WEST,Breaker (75% lean),All weights,
12/08/2016,MIDWEST,Premium White,All weights,
12/08/2016,MIDWEST,Breaker (75% lean),All weights,
12/07/2016,SOUTH CENTRAL,Premium White,All weights,
12/07/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
12/07/2016,NORTH CENTRAL,Premium White,All weights,
12/07/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
12/07/2016,EAST,Premium White,All weights,
12/07/2016,EAST,Breaker (75% lean),All weights,
12/07/2016,WEST,Premium White,All weights,
12/07/2016,WEST,Breaker (75% lean),All weights,
12/07/2016,MIDWEST,Premium White,All weights,
12/07/2016,MIDWEST,Breaker (75% lean),All weights,
12/06/2016,SOUTH CENTRAL,Premium White,All weights,
12/06/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
12/06/2016,NORTH CENTRAL,Premium White,All weights,
12/06/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
12/06/2016,EAST,Premium White,All weights,
12/06/2016,EAST,Breaker (75% lean),All weights,
12/06/2016,WEST,Premium White,All weights,
12/06/2016,WEST,Breaker (75% lean),All weights,
12/06/2016,MIDWEST,Premium White,All weights,
12/06/2016,MIDWEST,Breaker (75% lean),All weights,
12/05/2016,SOUTH CENTRAL,Premium White,All weights,
12/05/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
12/05/2016,NORTH CENTRAL,Premium White,All weights,
12/05/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
12/05/2016,EAST,Premium White,All weights,
12/05/2016,EAST,Breaker (75% lean),All weights,
12/05/2016,WEST,Premium White,All weights,
12/05/2016,WEST,Breaker (75% lean),All weights,
12/05/2016,MIDWEST,Premium White,All weights,
12/05/2016,MIDWEST,Breaker (75% lean),All weights,
12/02/2016,SOUTH CENTRAL,Premium White,All weights,
12/02/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
12/02/2016,NORTH CENTRAL,Premium White,All weights,
12/02/2016,NORTH CENTRAL,Breaker (75% lean),All weights,
12/02/2016,EAST,Premium White,All weights,
12/02/2016,EAST,Breaker (75% lean),All weights,
12/02/2016,WEST,Premium White,All weights,
12/02/2016,WEST,Breaker (75% lean),All weights,
12/02/2016,MIDWEST,Premium White,All weights,
12/02/2016,MIDWEST,Breaker (75% lean),All weights,
12/01/2016,SOUTH CENTRAL,Premium White,All weights,
12/01/2016,SOUTH CENTRAL,Breaker (75% lean),All weights,
12/01/2016,NORTH CENTRAL,Premium White,All weights,
