Report Date,Region Name,Grade,Weight Range,Live Wtd Avg Price
11/09/2022,SOUTHWEST,Breaker (75% lean),All weights,77.90
11/09/2022,EASTERN AREA,Premium White,All weights,75.12
11/09/2022,EASTERN AREA,Breaker (75% lean),All weights,76.42
11/08/2022,NORTHWEST,Premium White,All weights,
11/08/2022,NORTHWEST,Breaker (75% lean),All weights,
11/08/2022,SOUTHWEST,Premium White,All weights,
11/08/2022,SOUTHWEST,Breaker (75% lean),All weights,77.18
11/08/2022,EASTERN AREA,Premium White,All weights,
11/08/2022,EASTERN AREA,Breaker (75% lean),All weights,
11/07/2022,NORTHWEST,Premium White,All weights,
11/07/2022,NORTHWEST,Breaker (75% lean),All weights,
11/07/2022,SOUTHWEST,Premium White,All weights,
11/07/2022,SOUTHWEST,Breaker (75% lean),All weights,78.00
11/07/2022,EASTERN AREA,Premium White,All weights,
11/07/2022,EASTERN AREA,Breaker (75% lean),All weights,
11/04/2022,NORTHWEST,Premium White,All weights,
11/04/2022,NORTHWEST,Breaker (75% lean),All weights,
11/04/2022,SOUTHWEST,Premium White,All weights,
11/04/2022,SOUTHWEST,Breaker (75% lean),All weights,
11/04/2022,EASTERN AREA,Premium White,All weights,
11/04/2022,EASTERN AREA,Breaker (75% lean),All weights,
11/03/2022,NORTHWEST,Premium White,All weights,
11/03/2022,NORTHWEST,Breaker (75% lean),All weights,
11/03/2022,SOUTHWEST,Premium White,All weights,
11/03/2022,SOUTHWEST,Breaker (75% lean),All weights,
11/03/2022,EASTERN AREA,Premium White,All weights,80.63
11/03/2022,EASTERN AREA,Breaker (75% lean),All weights,80.44
11/02/2022,NORTHWEST,Premium White,All weights,
11/02/2022,NORTHWEST,Breaker (75% lean),All weights,
11/02/2022,SOUTHWEST,Premium White,All weights,
11/02/2022,SOUTHWEST,Breaker (75% lean),All weights,
11/02/2022,EASTERN AREA,Premium White,All weights,75.00
11/02/2022,EASTERN AREA,Breaker (75% lean),All weights,73.61
11/01/2022,NORTHWEST,Premium White,All weights,
11/01/2022,NORTHWEST,Breaker (75% lean),All weights,
11/01/2022,SOUTHWEST,Premium White,All weights,
11/01/2022,SOUTHWEST,Breaker (75% lean),All weights,73.73
11/01/2022,EASTERN AREA,Premium White,All weights,81.31
11/01/2022,EASTERN AREA,Breaker (75% lean),All weights,80.79
10/31/2022,NORTHWEST,Premium White,All weights,
10/31/2022,NORTHWEST,Breaker (75% lean),All weights,
10/31/2022,SOUTHWEST,Premium White,All weights,
10/31/2022,SOUTHWEST,Breaker (75% lean),All weights,75.35
10/31/2022,EASTERN AREA,Premium White,All weights,
10/31/2022,EASTERN AREA,Breaker (75% lean),All weights,
10/28/2022,NORTHWEST,Premium White,All weights,
10/28/2022,NORTHWEST,Breaker (75% lean),All weights,
10/28/2022,SOUTHWEST,Premium White,All weights,
10/28/2022,SOUTHWEST,Breaker (75% lean),All weights,
10/28/2022,EASTERN AREA,Premium White,All weights,81.57
10/28/2022,EASTERN AREA,Breaker (75% lean),All weights,78.44
10/27/2022,NORTHWEST,Premium White,All weights,
10/27/2022,NORTHWEST,Breaker (75% lean),All weights,
10/27/2022,SOUTHWEST,Premium White,All weights,
10/27/2022,SOUTHWEST,Breaker (75% lean),All weights,
10/27/2022,EASTERN AREA,Premium White,All weights,78.80
10/27/2022,EASTERN AREA,Breaker (75% lean),All weights,78.86
10/26/2022,NORTHWEST,Premium White,All weights,
10/26/2022,NORTHWEST,Breaker (75% lean),All weights,
10/26/2022,SOUTHWEST,Premium White,All weights,
10/26/2022,SOUTHWEST,Breaker (75% lean),All weights,
10/26/2022,EASTERN AREA,Premium White,All weights,80.02
10/26/2022,EASTERN AREA,Breaker (75% lean),All weights,77.76
10/25/2022,NORTHWEST,Premium White,All weights,
10/25/2022,NORTHWEST,Breaker (75% lean),All weights,
10/25/2022,SOUTHWEST,Premium White,All weights,
10/25/2022,SOUTHWEST,Breaker (75% lean),All weights,73.31
10/25/2022,EASTERN AREA,Premium White,All weights,78.93
10/25/2022,EASTERN AREA,Breaker (75% lean),All weights,
10/24/2022,NORTHWEST,Premium White,All weights,
10/24/2022,NORTHWEST,Breaker (75% lean),All weights,
10/24/2022,SOUTHWEST,Premium White,All weights,
10/24/2022,SOUTHWEST,Breaker (75% lean),All weights,
10/24/2022,EASTERN AREA,Premium White,All weights,78.69
10/24/2022,EASTERN AREA,Breaker (75% lean),All weights,78.69
10/21/2022,NORTHWEST,Premium White,All weights,
10/21/2022,NORTHWEST,Breaker (75% lean),All weights,
10/21/2022,SOUTHWEST,Premium White,All weights,
10/21/2022,SOUTHWEST,Breaker (75% lean),All weights,
10/21/2022,EASTERN AREA,Premium White,All weights,82.91
10/21/2022,EASTERN AREA,Breaker (75% lean),All weights,82.48
10/20/2022,NORTHWEST,Premium White,All weights,
10/20/2022,NORTHWEST,Breaker (75% lean),All weights,
10/20/2022,SOUTHWEST,Premium White,All weights,
10/20/2022,SOUTHWEST,Breaker (75% lean),All weights,
10/20/2022,EASTERN AREA,Premium White,All weights,81.66
10/20/2022,EASTERN AREA,Breaker (75% lean),All weights,81.90
10/19/2022,NORTHWEST,Premium White,All weights,
10/19/2022,NORTHWEST,Breaker (75% lean),All weights,
10/19/2022,SOUTHWEST,Premium White,All weights,
10/19/2022,SOUTHWEST,Breaker (75% lean),All weights,
10/19/2022,EASTERN AREA,Premium White,All weights,
10/19/2022,EASTERN AREA,Breaker (75% lean),All weights,77.42
10/18/2022,NORTHWEST,Premium White,All weights,
10/18/2022,NORTHWEST,Breaker (75% lean),All weights,
10/18/2022,SOUTHWEST,Premium White,All weights,
10/18/2022,SOUTHWEST,Breaker (75% lean),All weights,74.26
10/18/2022,EASTERN AREA,Premium White,All weights,
10/18/2022,EASTERN AREA,Breaker (75% lean),All weights,
10/17/2022,NORTHWEST,Premium White,All weights,
10/17/2022,NORTHWEST,Breaker (75% lean),All weights,
10/17/2022,SOUTHWEST,Premium White,All weights,
10/17/2022,SOUTHWEST,Breaker (75% lean),All weights,75.50
10/17/2022,EASTERN AREA,Premium White,All weights,82.48
10/17/2022,EASTERN AREA,Breaker (75% lean),All weights,82.15
10/14/2022,NORTHWEST,Premium White,All weights,
10/14/2022,NORTHWEST,Breaker (75% lean),All weights,
10/14/2022,SOUTHWEST,Premium White,All weights,
10/14/2022,SOUTHWEST,Breaker (75% lean),All weights,
10/14/2022,EASTERN AREA,Premium White,All weights,82.07
10/14/2022,EASTERN AREA,Breaker (75% lean),All weights,80.11
10/13/2022,NORTHWEST,Premium White,All weights,
10/13/2022,NORTHWEST,Breaker (75% lean),All weights,
10/13/2022,SOUTHWEST,Premium White,All weights,
10/13/2022,SOUTHWEST,Breaker (75% lean),All weights,
10/13/2022,EASTERN AREA,Premium White,All weights,84.61
10/13/2022,EASTERN AREA,Breaker (75% lean),All weights,84.61
10/12/2022,NORTHWEST,Premium White,All weights,
10/12/2022,NORTHWEST,Breaker (75% lean),All weights,
10/12/2022,SOUTHWEST,Premium White,All weights,
10/12/2022,SOUTHWEST,Breaker (75% lean),All weights,
10/12/2022,EASTERN AREA,Premium White,All weights,80.29
10/12/2022,EASTERN AREA,Breaker (75% lean),All weights,80.32
10/11/2022,NORTHWEST,Premium White,All weights,
10/11/2022,NORTHWEST,Breaker (75% lean),All weights,
10/11/2022,SOUTHWEST,Premium White,All weights,
10/11/2022,SOUTHWEST,Breaker (75% lean),All weights,
10/11/2022,EASTERN AREA,Premium White,All weights,83.30
10/11/2022,EASTERN AREA,Breaker (75% lean),All weights,82.00
10/10/2022,NORTHWEST,Premium White,All weights,
10/10/2022,NORTHWEST,Breaker (75% lean),All weights,
10/10/2022,SOUTHWEST,Premium White,All weights,
10/10/2022,SOUTHWEST,Breaker (75% lean),All weights,78.36
10/10/2022,EASTERN AREA,Premium White,All weights,84.47
10/10/2022,EASTERN AREA,Breaker (75% lean),All weights,83.13
10/07/2022,NORTHWEST,Premium White,All weights,
10/07/2022,NORTHWEST,Breaker (75% lean),All weights,
10/07/2022,SOUTHWEST,Premium White,All weights,
10/07/2022,SOUTHWEST,Breaker (75% lean),All weights,
10/07/2022,EASTERN AREA,Premium White,All weights,82.31
10/07/2022,EASTERN AREA,Breaker (75% lean),All weights,81.63
10/06/2022,NORTHWEST,Premium White,All weights,
10/06/2022,NORTHWEST,Breaker (75% lean),All weights,
10/06/2022,SOUTHWEST,Premium White,All weights,
10/06/2022,SOUTHWEST,Breaker (75% lean),All weights,87.38
10/06/2022,EASTERN AREA,Premium White,All weights,82.33
10/06/2022,EASTERN AREA,Breaker (75% lean),All weights,84.00
10/05/2022,NORTHWEST,Premium White,All weights,
10/05/2022,NORTHWEST,Breaker (75% lean),All weights,
10/05/2022,SOUTHWEST,Premium White,All weights,
10/05/2022,SOUTHWEST,Breaker (75% lean),All weights,
10/05/2022,EASTERN AREA,Premium White,All weights,82.95
10/05/2022,EASTERN AREA,Breaker (75% lean),All weights,81.58
10/04/2022,NORTHWEST,Premium White,All weights,
10/04/2022,NORTHWEST,Breaker (75% lean),All weights,
10/04/2022,SOUTHWEST,Premium White,All weights,
10/04/2022,SOUTHWEST,Breaker (75% lean),All weights,
10/04/2022,EASTERN AREA,Premium White,All weights,83.61
10/04/2022,EASTERN AREA,Breaker (75% lean),All weights,82.38
10/03/2022,NORTHWEST,Premium White,All weights,
10/03/2022,NORTHWEST,Breaker (75% lean),All weights,
10/03/2022,SOUTHWEST,Premium White,All weights,
10/03/2022,SOUTHWEST,Breaker (75% lean),All weights,86.40
10/03/2022,EASTERN AREA,Premium White,All weights,81.65
10/03/2022,EASTERN AREA,Breaker (75% lean),All weights,
09/30/2022,NORTHWEST,Premium White,All weights,
09/30/2022,NORTHWEST,Breaker (75% lean),All weights,
09/30/2022,SOUTHWEST,Premium White,All weights,
09/30/2022,SOUTHWEST,Breaker (75% lean),All weights,
09/30/2022,EASTERN AREA,Premium White,All weights,81.46
09/30/2022,EASTERN AREA,Breaker (75% lean),All weights,81.46
09/29/2022,NORTHWEST,Premium White,All weights,
09/29/2022,NORTHWEST,Breaker (75% lean),All weights,
09/29/2022,SOUTHWEST,Premium White,All weights,
09/29/2022,SOUTHWEST,Breaker (75% lean),All weights,
09/29/2022,EASTERN AREA,Premium White,All weights,83.76
09/29/2022,EASTERN AREA,Breaker (75% lean),All weights,82.81
09/28/2022,NORTHWEST,Premium White,All weights,
09/28/2022,NORTHWEST,Breaker (75% lean),All weights,
09/28/2022,SOUTHWEST,Premium White,All weights,
09/28/2022,SOUTHWEST,Breaker (75% lean),All weights,
09/28/2022,EASTERN AREA,Premium White,All weights,
09/28/2022,EASTERN AREA,Breaker (75% lean),All weights,
09/27/2022,NORTHWEST,Premium White,All weights,
09/27/2022,NORTHWEST,Breaker (75% lean),All weights,
09/27/2022,SOUTHWEST,Premium White,All weights,
09/27/2022,SOUTHWEST,Breaker (75% lean),All weights,
09/27/2022,EASTERN AREA,Premium White,All weights,84.73
09/27/2022,EASTERN AREA,Breaker (75% lean),All weights,83.48
09/26/2022,NORTHWEST,Premium White,All weights,
09/26/2022,NORTHWEST,Breaker (75% lean),All weights,
09/26/2022,SOUTHWEST,Premium White,All weights,
09/26/2022,SOUTHWEST,Breaker (75% lean),All weights,
09/26/2022,EASTERN AREA,Premium White,All weights,83.95
09/26/2022,EASTERN AREA,Breaker (75% lean),All weights,82.48
09/23/2022,NORTHWEST,Premium White,All weights,
09/23/2022,NORTHWEST,Breaker (75% lean),All weights,
09/23/2022,SOUTHWEST,Premium White,All weights,
09/23/2022,SOUTHWEST,Breaker (75% lean),All weights,
09/23/2022,EASTERN AREA,Premium White,All weights,
09/23/2022,EASTERN AREA,Breaker (75% lean),All weights,78.83
09/22/2022,NORTHWEST,Premium White,All weights,
09/22/2022,NORTHWEST,Breaker (75% lean),All weights,
09/22/2022,SOUTHWEST,Premium White,All weights,
09/22/2022,SOUTHWEST,Breaker (75% lean),All weights,87.79
09/22/2022,EASTERN AREA,Premium White,All weights,83.72
09/22/2022,EASTERN AREA,Breaker (75% lean),All weights,83.66
09/21/2022,NORTHWEST,Premium White,All weights,
09/21/2022,NORTHWEST,Breaker (75% lean),All weights,
09/21/2022,SOUTHWEST,Premium White,All weights,
09/21/2022,SOUTHWEST,Breaker (75% lean),All weights,88.13
09/21/2022,EASTERN AREA,Premium White,All weights,80.78
09/21/2022,EASTERN AREA,Breaker (75% lean),All weights,80.48
09/20/2022,NORTHWEST,Premium White,All weights,
09/20/2022,NORTHWEST,Breaker (75% lean),All weights,
09/20/2022,SOUTHWEST,Premium White,All weights,
09/20/2022,SOUTHWEST,Breaker (75% lean),All weights,89.06
09/20/2022,EASTERN AREA,Premium White,All weights,85.88
09/20/2022,EASTERN AREA,Breaker (75% lean),All weights,85.84
09/19/2022,NORTHWEST,Premium White,All weights,
09/19/2022,NORTHWEST,Breaker (75% lean),All weights,
09/19/2022,SOUTHWEST,Premium White,All weights,
09/19/2022,SOUTHWEST,Breaker (75% lean),All weights,
09/19/2022,EASTERN AREA,Premium White,All weights,82.12
09/19/2022,EASTERN AREA,Breaker (75% lean),All weights,81.42
09/16/2022,NORTHWEST,Premium White,All weights,
09/16/2022,NORTHWEST,Breaker (75% lean),All weights,
09/16/2022,SOUTHWEST,Premium White,All weights,
09/16/2022,SOUTHWEST,Breaker (75% lean),All weights,
09/16/2022,EASTERN AREA,Premium White,All weights,82.47
09/16/2022,EASTERN AREA,Breaker (75% lean),All weights,82.47
09/15/2022,NORTHWEST,Premium White,All weights,
09/15/2022,NORTHWEST,Breaker (75% lean),All weights,
09/15/2022,SOUTHWEST,Premium White,All weights,
09/15/2022,SOUTHWEST,Breaker (75% lean),All weights,89.94
09/15/2022,EASTERN AREA,Premium White,All weights,83.63
09/15/2022,EASTERN AREA,Breaker (75% lean),All weights,83.19
09/14/2022,NORTHWEST,Premium White,All weights,
09/14/2022,NORTHWEST,Breaker (75% lean),All weights,
09/14/2022,SOUTHWEST,Premium White,All weights,
09/14/2022,SOUTHWEST,Breaker (75% lean),All weights,94.73
09/14/2022,EASTERN AREA,Premium White,All weights,
09/14/2022,EASTERN AREA,Breaker (75% lean),All weights,
09/13/2022,NORTHWEST,Premium White,All weights,
09/13/2022,NORTHWEST,Breaker (75% lean),All weights,
09/13/2022,SOUTHWEST,Premium White,All weights,
09/13/2022,SOUTHWEST,Breaker (75% lean),All weights,
09/13/2022,EASTERN AREA,Premium White,All weights,82.17
09/13/2022,EASTERN AREA,Breaker (75% lean),All weights,82.38
09/12/2022,NORTHWEST,Premium White,All weights,
09/12/2022,NORTHWEST,Breaker (75% lean),All weights,
09/12/2022,SOUTHWEST,Premium White,All weights,
09/12/2022,SOUTHWEST,Breaker (75% lean),All weights,
09/12/2022,EASTERN AREA,Premium White,All weights,83.85
09/12/2022,EASTERN AREA,Breaker (75% lean),All weights,83.37
09/09/2022,NORTHWEST,Premium White,All weights,
09/09/2022,NORTHWEST,Breaker (75% lean),All weights,
09/09/2022,SOUTHWEST,Premium White,All weights,
09/09/2022,SOUTHWEST,Breaker (75% lean),All weights,
09/09/2022,EASTERN AREA,Premium White,All weights,81.10
09/09/2022,EASTERN AREA,Breaker (75% lean),All weights,81.59
09/08/2022,NORTHWEST,Premium White,All weights,
09/08/2022,NORTHWEST,Breaker (75% lean),All weights,
09/08/2022,SOUTHWEST,Premium White,All weights,
09/08/2022,SOUTHWEST,Breaker (75% lean),All weights,
09/08/2022,EASTERN AREA,Premium White,All weights,83.64
09/08/2022,EASTERN AREA,Breaker (75% lean),All weights,80.65
09/07/2022,NORTHWEST,Premium White,All weights,
09/07/2022,NORTHWEST,Breaker (75% lean),All weights,
09/07/2022,SOUTHWEST,Premium White,All weights,
09/07/2022,SOUTHWEST,Breaker (75% lean),All weights,89.97
09/07/2022,EASTERN AREA,Premium White,All weights,86.65
09/07/2022,EASTERN AREA,Breaker (75% lean),All weights,85.55
09/06/2022,NORTHWEST,Premium White,All weights,
09/06/2022,NORTHWEST,Breaker (75% lean),All weights,
09/06/2022,SOUTHWEST,Premium White,All weights,93.00
09/06/2022,SOUTHWEST,Breaker (75% lean),All weights,
09/06/2022,EASTERN AREA,Premium White,All weights,87.00
09/06/2022,EASTERN AREA,Breaker (75% lean),All weights,88.02
09/02/2022,NORTHWEST,Premium White,All weights,
09/02/2022,NORTHWEST,Breaker (75% lean),All weights,
09/02/2022,SOUTHWEST,Premium White,All weights,
09/02/2022,SOUTHWEST,Breaker (75% lean),All weights,
09/02/2022,EASTERN AREA,Premium White,All weights,88.94
09/02/2022,EASTERN AREA,Breaker (75% lean),All weights,88.87
09/01/2022,NORTHWEST,Premium White,All weights,
09/01/2022,NORTHWEST,Breaker (75% lean),All weights,
09/01/2022,SOUTHWEST,Premium White,All weights,
09/01/2022,SOUTHWEST,Breaker (75% lean),All weights,
09/01/2022,EASTERN AREA,Premium White,All weights,89.18
09/01/2022,EASTERN AREA,Breaker (75% lean),All weights,86.11
08/31/2022,NORTHWEST,Premium White,All weights,
08/31/2022,NORTHWEST,Breaker (75% lean),All weights,
08/31/2022,SOUTHWEST,Premium White,All weights,
08/31/2022,SOUTHWEST,Breaker (75% lean),All weights,
08/31/2022,EASTERN AREA,Premium White,All weights,81.00
08/31/2022,EASTERN AREA,Breaker (75% lean),All weights,80.59
08/30/2022,NORTHWEST,Premium White,All weights,
08/30/2022,NORTHWEST,Breaker (75% lean),All weights,
08/30/2022,SOUTHWEST,Premium White,All weights,
08/30/2022,SOUTHWEST,Breaker (75% lean),All weights,
08/30/2022,EASTERN AREA,Premium White,All weights,84.12
08/30/2022,EASTERN AREA,Breaker (75% lean),All weights,
08/29/2022,NORTHWEST,Premium White,All weights,
08/29/2022,NORTHWEST,Breaker (75% lean),All weights,
08/29/2022,SOUTHWEST,Premium White,All weights,
08/29/2022,SOUTHWEST,Breaker (75% lean),All weights,
08/29/2022,EASTERN AREA,Premium White,All weights,89.81
08/29/2022,EASTERN AREA,Breaker (75% lean),All weights,88.10
08/26/2022,NORTHWEST,Premium White,All weights,
08/26/2022,NORTHWEST,Breaker (75% lean),All weights,
08/26/2022,SOUTHWEST,Premium White,All weights,
08/26/2022,SOUTHWEST,Breaker (75% lean),All weights,
08/26/2022,EASTERN AREA,Premium White,All weights,86.77
08/26/2022,EASTERN AREA,Breaker (75% lean),All weights,88.83
08/25/2022,NORTHWEST,Premium White,All weights,
08/25/2022,NORTHWEST,Breaker (75% lean),All weights,
08/25/2022,SOUTHWEST,Premium White,All weights,
08/25/2022,SOUTHWEST,Breaker (75% lean),All weights,
08/25/2022,EASTERN AREA,Premium White,All weights,89.25
08/25/2022,EASTERN AREA,Breaker (75% lean),All weights,
08/24/2022,NORTHWEST,Premium White,All weights,
08/24/2022,NORTHWEST,Breaker (75% lean),All weights,
08/24/2022,SOUTHWEST,Premium White,All weights,
08/24/2022,SOUTHWEST,Breaker (75% lean),All weights,
08/24/2022,EASTERN AREA,Premium White,All weights,85.47
08/24/2022,EASTERN AREA,Breaker (75% lean),All weights,86.49
08/23/2022,NORTHWEST,Premium White,All weights,
08/23/2022,NORTHWEST,Breaker (75% lean),All weights,
08/23/2022,SOUTHWEST,Premium White,All weights,
08/23/2022,SOUTHWEST,Breaker (75% lean),All weights,
08/23/2022,EASTERN AREA,Premium White,All weights,86.29
08/23/2022,EASTERN AREA,Breaker (75% lean),All weights,85.55
08/22/2022,NORTHWEST,Premium White,All weights,
08/22/2022,NORTHWEST,Breaker (75% lean),All weights,
08/22/2022,SOUTHWEST,Premium White,All weights,
08/22/2022,SOUTHWEST,Breaker (75% lean),All weights,
08/22/2022,EASTERN AREA,Premium White,All weights,87.98
08/22/2022,EASTERN AREA,Breaker (75% lean),All weights,83.89
08/19/2022,NORTHWEST,Premium White,All weights,
08/19/2022,NORTHWEST,Breaker (75% lean),All weights,
08/19/2022,SOUTHWEST,Premium White,All weights,
08/19/2022,SOUTHWEST,Breaker (75% lean),All weights,
08/19/2022,EASTERN AREA,Premium White,All weights,
08/19/2022,EASTERN AREA,Breaker (75% lean),All weights,
08/18/2022,NORTHWEST,Premium White,All weights,
08/18/2022,NORTHWEST,Breaker (75% lean),All weights,
08/18/2022,SOUTHWEST,Premium White,All weights,
08/18/2022,SOUTHWEST,Breaker (75% lean),All weights,
08/18/2022,EASTERN AREA,Premium White,All weights,86.51
08/18/2022,EASTERN AREA,Breaker (75% lean),All weights,86.51
08/17/2022,NORTHWEST,Premium White,All weights,
08/17/2022,NORTHWEST,Breaker (75% lean),All weights,
