Report Date,Region Name,Grade,Weight Range,Live Head Count,Live Wtd Avg Price
06/27/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
06/27/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,27,86.43
06/27/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
06/27/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
06/24/2022,SOUTHWEST,Premium White,All weights,60,82.00
06/24/2022,SOUTHWEST,Breaker (75% lean),All weights,6,82.00
06/24/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,44,82.00
06/24/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
06/24/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,4,82.00
06/24/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
06/24/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
06/23/2022,SOUTHWEST,Premium White,All weights,,
06/23/2022,SOUTHWEST,Breaker (75% lean),All weights,,
06/23/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,2,83.08
06/23/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
06/23/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,16,87.03
06/23/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
06/23/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
06/22/2022,SOUTHWEST,Premium White,All weights,,
06/22/2022,SOUTHWEST,Breaker (75% lean),All weights,,
06/22/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,1,72.50
06/22/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
06/22/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,9,75.21
06/22/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
06/22/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
06/21/2022,SOUTHWEST,Premium White,All weights,,
06/21/2022,SOUTHWEST,Breaker (75% lean),All weights,,
06/21/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
06/21/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
06/21/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
06/21/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
06/21/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
06/20/2022,SOUTHWEST,Premium White,All weights,,
06/20/2022,SOUTHWEST,Breaker (75% lean),All weights,,
06/20/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
06/20/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
06/20/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,26,80.56
06/20/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
06/20/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
06/17/2022,SOUTHWEST,Premium White,All weights,,
06/17/2022,SOUTHWEST,Breaker (75% lean),All weights,,
06/17/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
06/17/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
06/17/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
06/17/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
06/17/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
06/16/2022,SOUTHWEST,Premium White,All weights,,
06/16/2022,SOUTHWEST,Breaker (75% lean),All weights,,
06/16/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
06/16/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
06/16/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
06/16/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
06/16/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
06/15/2022,SOUTHWEST,Premium White,All weights,,
06/15/2022,SOUTHWEST,Breaker (75% lean),All weights,20,85.00
06/15/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,29,85.29
06/15/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
06/15/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,18,74.83
06/15/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
06/15/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
06/14/2022,SOUTHWEST,Premium White,All weights,,
06/14/2022,SOUTHWEST,Breaker (75% lean),All weights,,
06/14/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
06/14/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
06/14/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
06/14/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
06/14/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
06/13/2022,SOUTHWEST,Premium White,All weights,,
06/13/2022,SOUTHWEST,Breaker (75% lean),All weights,,
06/13/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
06/13/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
06/13/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
06/13/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
06/13/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
06/10/2022,SOUTHWEST,Premium White,All weights,,
06/10/2022,SOUTHWEST,Breaker (75% lean),All weights,,
06/10/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
06/10/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
06/10/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
06/10/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
06/10/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
06/09/2022,SOUTHWEST,Premium White,All weights,,
06/09/2022,SOUTHWEST,Breaker (75% lean),All weights,,
06/09/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
06/09/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
06/09/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
06/09/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
06/09/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
06/08/2022,SOUTHWEST,Premium White,All weights,,
06/08/2022,SOUTHWEST,Breaker (75% lean),All weights,,
06/08/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
06/08/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
06/08/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
06/08/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
06/08/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
06/07/2022,SOUTHWEST,Premium White,All weights,,
06/07/2022,SOUTHWEST,Breaker (75% lean),All weights,,
06/07/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
06/07/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
06/07/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
06/07/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
06/07/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
06/06/2022,SOUTHWEST,Premium White,All weights,,
06/06/2022,SOUTHWEST,Breaker (75% lean),All weights,4,85.00
06/06/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,2,85.00
06/06/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
06/06/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,9,85.00
06/06/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
06/06/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
06/03/2022,SOUTHWEST,Premium White,All weights,,
06/03/2022,SOUTHWEST,Breaker (75% lean),All weights,,
06/03/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
06/03/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
06/03/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
06/03/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
06/03/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
06/02/2022,SOUTHWEST,Premium White,All weights,,
06/02/2022,SOUTHWEST,Breaker (75% lean),All weights,,
06/02/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,14,84.68
06/02/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
06/02/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,24,83.23
06/02/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
06/02/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
06/01/2022,SOUTHWEST,Premium White,All weights,,
06/01/2022,SOUTHWEST,Breaker (75% lean),All weights,,
06/01/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
06/01/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
06/01/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
06/01/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
06/01/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
05/31/2022,SOUTHWEST,Premium White,All weights,,
05/31/2022,SOUTHWEST,Breaker (75% lean),All weights,,
05/31/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
05/31/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
05/31/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
05/31/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
05/31/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
05/27/2022,SOUTHWEST,Premium White,All weights,,
05/27/2022,SOUTHWEST,Breaker (75% lean),All weights,,
05/27/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
05/27/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
05/27/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
05/27/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
05/27/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
05/26/2022,SOUTHWEST,Premium White,All weights,,
05/26/2022,SOUTHWEST,Breaker (75% lean),All weights,,
05/26/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,1,77.40
05/26/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
05/26/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,9,79.79
05/26/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
05/26/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
05/25/2022,SOUTHWEST,Premium White,All weights,,
05/25/2022,SOUTHWEST,Breaker (75% lean),All weights,,
05/25/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
05/25/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
05/25/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
05/25/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
05/25/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
05/24/2022,SOUTHWEST,Premium White,All weights,,
05/24/2022,SOUTHWEST,Breaker (75% lean),All weights,,
05/24/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
05/24/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
05/24/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
05/24/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
05/24/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
05/23/2022,SOUTHWEST,Premium White,All weights,,
05/23/2022,SOUTHWEST,Breaker (75% lean),All weights,,
05/23/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
05/23/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
05/23/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
05/23/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
05/23/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
05/20/2022,SOUTHWEST,Premium White,All weights,,
05/20/2022,SOUTHWEST,Breaker (75% lean),All weights,,
05/20/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
05/20/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
05/20/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
05/20/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
05/20/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
05/19/2022,SOUTHWEST,Premium White,All weights,,
05/19/2022,SOUTHWEST,Breaker (75% lean),All weights,,
05/19/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
05/19/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
05/19/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
05/19/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
05/19/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
05/18/2022,SOUTHWEST,Premium White,All weights,,
05/18/2022,SOUTHWEST,Breaker (75% lean),All weights,,
05/18/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
05/18/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
05/18/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
05/18/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
05/18/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
05/17/2022,SOUTHWEST,Premium White,All weights,,
05/17/2022,SOUTHWEST,Breaker (75% lean),All weights,,
05/17/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
05/17/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
05/17/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
05/17/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
05/17/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
05/16/2022,SOUTHWEST,Premium White,All weights,,
05/16/2022,SOUTHWEST,Breaker (75% lean),All weights,,
05/16/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
05/16/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
05/16/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
05/16/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
05/16/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
05/13/2022,SOUTHWEST,Premium White,All weights,,
05/13/2022,SOUTHWEST,Breaker (75% lean),All weights,,
05/13/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
05/13/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
05/13/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
05/13/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
05/13/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
05/12/2022,SOUTHWEST,Premium White,All weights,,
05/12/2022,SOUTHWEST,Breaker (75% lean),All weights,,
05/12/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,4,82.16
05/12/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
05/12/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,6,76.00
05/12/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
05/12/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
05/11/2022,SOUTHWEST,Premium White,All weights,,
05/11/2022,SOUTHWEST,Breaker (75% lean),All weights,,
05/11/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
05/11/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
05/11/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
05/11/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
05/11/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
05/10/2022,SOUTHWEST,Premium White,All weights,,
05/10/2022,SOUTHWEST,Breaker (75% lean),All weights,,
05/10/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
05/10/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
05/10/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
05/10/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
05/10/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
05/09/2022,SOUTHWEST,Premium White,All weights,,
05/09/2022,SOUTHWEST,Breaker (75% lean),All weights,,
05/09/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
05/09/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
05/09/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
05/09/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
05/09/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
05/06/2022,SOUTHWEST,Premium White,All weights,,
05/06/2022,SOUTHWEST,Breaker (75% lean),All weights,,
05/06/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
05/06/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
05/06/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
05/06/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
05/06/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
05/05/2022,SOUTHWEST,Premium White,All weights,,
05/05/2022,SOUTHWEST,Breaker (75% lean),All weights,,
05/05/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
05/05/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
05/05/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
05/05/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
05/05/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
05/04/2022,SOUTHWEST,Premium White,All weights,,
05/04/2022,SOUTHWEST,Breaker (75% lean),All weights,,
05/04/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
05/04/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
05/04/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
05/04/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
05/04/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
05/03/2022,SOUTHWEST,Premium White,All weights,,
05/03/2022,SOUTHWEST,Breaker (75% lean),All weights,,
05/03/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
05/03/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
05/03/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
05/03/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
05/03/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
05/02/2022,SOUTHWEST,Premium White,All weights,,
05/02/2022,SOUTHWEST,Breaker (75% lean),All weights,,
05/02/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
05/02/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
05/02/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
05/02/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
05/02/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
04/29/2022,SOUTHWEST,Premium White,All weights,,
04/29/2022,SOUTHWEST,Breaker (75% lean),All weights,,
04/29/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
04/29/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
04/29/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
04/29/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
04/29/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
04/28/2022,SOUTHWEST,Premium White,All weights,,
04/28/2022,SOUTHWEST,Breaker (75% lean),All weights,,
04/28/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
04/28/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
04/28/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
04/28/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
04/28/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
04/27/2022,SOUTHWEST,Premium White,All weights,,
04/27/2022,SOUTHWEST,Breaker (75% lean),All weights,,
04/27/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
04/27/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
04/27/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
04/27/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
04/27/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
04/26/2022,SOUTHWEST,Premium White,All weights,,
04/26/2022,SOUTHWEST,Breaker (75% lean),All weights,,
04/26/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
04/26/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
04/26/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
04/26/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
04/26/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
04/25/2022,SOUTHWEST,Premium White,All weights,,
04/25/2022,SOUTHWEST,Breaker (75% lean),All weights,,
04/25/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
04/25/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
04/25/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
04/25/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
04/25/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
04/22/2022,SOUTHWEST,Premium White,All weights,,
04/22/2022,SOUTHWEST,Breaker (75% lean),All weights,,
04/22/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,6,80.82
04/22/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
04/22/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,20,73.83
04/22/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
04/22/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
04/21/2022,SOUTHWEST,Premium White,All weights,,
04/21/2022,SOUTHWEST,Breaker (75% lean),All weights,,
04/21/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
04/21/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
04/21/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
04/21/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
04/21/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
04/20/2022,SOUTHWEST,Premium White,All weights,,
04/20/2022,SOUTHWEST,Breaker (75% lean),All weights,,
04/20/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
04/20/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
04/20/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
04/20/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
04/20/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
04/19/2022,SOUTHWEST,Premium White,All weights,,
04/19/2022,SOUTHWEST,Breaker (75% lean),All weights,,
04/19/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
04/19/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
04/19/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
04/19/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
04/19/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
04/18/2022,SOUTHWEST,Premium White,All weights,,
04/18/2022,SOUTHWEST,Breaker (75% lean),All weights,,
04/18/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
04/18/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
04/18/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
04/18/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
04/18/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
04/15/2022,SOUTHWEST,Premium White,All weights,,
04/15/2022,SOUTHWEST,Breaker (75% lean),All weights,,
04/15/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
04/15/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
04/15/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
04/15/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
04/15/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
04/14/2022,SOUTHWEST,Premium White,All weights,,
04/14/2022,SOUTHWEST,Breaker (75% lean),All weights,,
04/14/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
04/14/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
04/14/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
04/14/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
04/14/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
04/13/2022,SOUTHWEST,Premium White,All weights,,
04/13/2022,SOUTHWEST,Breaker (75% lean),All weights,,
04/13/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
04/13/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
04/13/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
04/13/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
04/13/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
04/12/2022,SOUTHWEST,Premium White,All weights,,
04/12/2022,SOUTHWEST,Breaker (75% lean),All weights,,
04/12/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
04/12/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
04/12/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
04/12/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
04/12/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
04/11/2022,SOUTHWEST,Premium White,All weights,,
04/11/2022,SOUTHWEST,Breaker (75% lean),All weights,,
04/11/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
04/11/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
04/11/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
04/11/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
04/11/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
04/08/2022,SOUTHWEST,Premium White,All weights,,
04/08/2022,SOUTHWEST,Breaker (75% lean),All weights,,
04/08/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
04/08/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
04/08/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
04/08/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
04/08/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
04/07/2022,SOUTHWEST,Premium White,All weights,,
04/07/2022,SOUTHWEST,Breaker (75% lean),All weights,,
04/07/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
04/07/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
04/07/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,31,77.74
04/07/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
04/07/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
04/06/2022,SOUTHWEST,Premium White,All weights,,
04/06/2022,SOUTHWEST,Breaker (75% lean),All weights,,
04/06/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
04/06/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
04/06/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
04/06/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
04/06/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
04/05/2022,SOUTHWEST,Premium White,All weights,,
04/05/2022,SOUTHWEST,Breaker (75% lean),All weights,,
04/05/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
04/05/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
