Report Date,Region Name,Grade,Weight Range,Live Head Count,Live Wtd Avg Price
04/05/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
04/05/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
04/05/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
04/04/2022,SOUTHWEST,Premium White,All weights,,
04/04/2022,SOUTHWEST,Breaker (75% lean),All weights,,
04/04/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
04/04/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
04/04/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
04/04/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
04/04/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
04/01/2022,SOUTHWEST,Premium White,All weights,,
04/01/2022,SOUTHWEST,Breaker (75% lean),All weights,,
04/01/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
04/01/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
04/01/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
04/01/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
04/01/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
03/31/2022,SOUTHWEST,Premium White,All weights,,
03/31/2022,SOUTHWEST,Breaker (75% lean),All weights,,
03/31/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,2,83.33
03/31/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
03/31/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,28,72.09
03/31/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
03/31/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
03/30/2022,SOUTHWEST,Premium White,All weights,,
03/30/2022,SOUTHWEST,Breaker (75% lean),All weights,,
03/30/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
03/30/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
03/30/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
03/30/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
03/30/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
03/29/2022,SOUTHWEST,Premium White,All weights,,
03/29/2022,SOUTHWEST,Breaker (75% lean),All weights,10,81.00
03/29/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,13,81.00
03/29/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
03/29/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,5,81.00
03/29/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
03/29/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
03/28/2022,SOUTHWEST,Premium White,All weights,,
03/28/2022,SOUTHWEST,Breaker (75% lean),All weights,,
03/28/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
03/28/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
03/28/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
03/28/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
03/28/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
03/25/2022,SOUTHWEST,Premium White,All weights,,
03/25/2022,SOUTHWEST,Breaker (75% lean),All weights,,
03/25/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
03/25/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
03/25/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
03/25/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
03/25/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
03/24/2022,SOUTHWEST,Premium White,All weights,,
03/24/2022,SOUTHWEST,Breaker (75% lean),All weights,,
03/24/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,4,73.48
03/24/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
03/24/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,9,72.79
03/24/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
03/24/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,8,82.27
03/23/2022,SOUTHWEST,Premium White,All weights,,
03/23/2022,SOUTHWEST,Breaker (75% lean),All weights,,
03/23/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,8,62.70
03/23/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
03/23/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,29,68.42
03/23/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
03/23/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
03/22/2022,SOUTHWEST,Premium White,All weights,,
03/22/2022,SOUTHWEST,Breaker (75% lean),All weights,,
03/22/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
03/22/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
03/22/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
03/22/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
03/22/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
03/21/2022,SOUTHWEST,Premium White,All weights,,
03/21/2022,SOUTHWEST,Breaker (75% lean),All weights,,
03/21/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
03/21/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
03/21/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
03/21/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
03/21/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
03/18/2022,SOUTHWEST,Premium White,All weights,,
03/18/2022,SOUTHWEST,Breaker (75% lean),All weights,,
03/18/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,4,75.72
03/18/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
03/18/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,21,72.46
03/18/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
03/18/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,1,96.00
03/17/2022,SOUTHWEST,Premium White,All weights,,
03/17/2022,SOUTHWEST,Breaker (75% lean),All weights,,
03/17/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,1,70.00
03/17/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
03/17/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,18,66.21
03/17/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
03/17/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
03/16/2022,SOUTHWEST,Premium White,All weights,,
03/16/2022,SOUTHWEST,Breaker (75% lean),All weights,,
03/16/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
03/16/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
03/16/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
03/16/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
03/16/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
03/15/2022,SOUTHWEST,Premium White,All weights,,
03/15/2022,SOUTHWEST,Breaker (75% lean),All weights,,
03/15/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
03/15/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
03/15/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
03/15/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
03/15/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
03/14/2022,SOUTHWEST,Premium White,All weights,,
03/14/2022,SOUTHWEST,Breaker (75% lean),All weights,,
03/14/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
03/14/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
03/14/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
03/14/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
03/14/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
03/11/2022,SOUTHWEST,Premium White,All weights,,
03/11/2022,SOUTHWEST,Breaker (75% lean),All weights,,
03/11/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
03/11/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
03/11/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
03/11/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
03/11/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
03/10/2022,SOUTHWEST,Premium White,All weights,,
03/10/2022,SOUTHWEST,Breaker (75% lean),All weights,,
03/10/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
03/10/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
03/10/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
03/10/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
03/10/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
03/09/2022,SOUTHWEST,Premium White,All weights,,
03/09/2022,SOUTHWEST,Breaker (75% lean),All weights,,
03/09/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
03/09/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
03/09/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
03/09/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
03/09/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,1,95.00
03/08/2022,SOUTHWEST,Premium White,All weights,,
03/08/2022,SOUTHWEST,Breaker (75% lean),All weights,,
03/08/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
03/08/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
03/08/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
03/08/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
03/08/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
03/07/2022,SOUTHWEST,Premium White,All weights,,
03/07/2022,SOUTHWEST,Breaker (75% lean),All weights,,
03/07/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
03/07/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
03/07/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
03/07/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
03/07/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
03/04/2022,SOUTHWEST,Premium White,All weights,,
03/04/2022,SOUTHWEST,Breaker (75% lean),All weights,,
03/04/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
03/04/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
03/04/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
03/04/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
03/04/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
03/03/2022,SOUTHWEST,Premium White,All weights,,
03/03/2022,SOUTHWEST,Breaker (75% lean),All weights,,
03/03/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
03/03/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
03/03/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,14,82.93
03/03/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
03/03/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
03/02/2022,SOUTHWEST,Premium White,All weights,,
03/02/2022,SOUTHWEST,Breaker (75% lean),All weights,,
03/02/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
03/02/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
03/02/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
03/02/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
03/02/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
03/01/2022,SOUTHWEST,Premium White,All weights,,
03/01/2022,SOUTHWEST,Breaker (75% lean),All weights,,
03/01/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
03/01/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
03/01/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
03/01/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
03/01/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
02/28/2022,SOUTHWEST,Premium White,All weights,,
02/28/2022,SOUTHWEST,Breaker (75% lean),All weights,,
02/28/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
02/28/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
02/28/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
02/28/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
02/28/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
02/25/2022,SOUTHWEST,Premium White,All weights,,
02/25/2022,SOUTHWEST,Breaker (75% lean),All weights,,
02/25/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
02/25/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
02/25/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
02/25/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
02/25/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
02/24/2022,SOUTHWEST,Premium White,All weights,,
02/24/2022,SOUTHWEST,Breaker (75% lean),All weights,,
02/24/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
02/24/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
02/24/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,5,59.94
02/24/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
02/24/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
02/23/2022,SOUTHWEST,Premium White,All weights,,
02/23/2022,SOUTHWEST,Breaker (75% lean),All weights,,
02/23/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
02/23/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
02/23/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
02/23/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
02/23/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
02/22/2022,SOUTHWEST,Premium White,All weights,,
02/22/2022,SOUTHWEST,Breaker (75% lean),All weights,,
02/22/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
02/22/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
02/22/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
02/22/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
02/22/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
02/21/2022,SOUTHWEST,Premium White,All weights,,
02/21/2022,SOUTHWEST,Breaker (75% lean),All weights,,
02/21/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,9,80.52
02/21/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
02/21/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
02/21/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
02/21/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
02/18/2022,SOUTHWEST,Premium White,All weights,,
02/18/2022,SOUTHWEST,Breaker (75% lean),All weights,,
02/18/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
02/18/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
02/18/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
02/18/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
02/18/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
02/17/2022,SOUTHWEST,Premium White,All weights,,
02/17/2022,SOUTHWEST,Breaker (75% lean),All weights,,
02/17/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
02/17/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
02/17/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
02/17/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
02/17/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
02/16/2022,SOUTHWEST,Premium White,All weights,,
02/16/2022,SOUTHWEST,Breaker (75% lean),All weights,,
02/16/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
02/16/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
02/16/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
02/16/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
02/16/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
02/15/2022,SOUTHWEST,Premium White,All weights,,
02/15/2022,SOUTHWEST,Breaker (75% lean),All weights,,
02/15/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
02/15/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
02/15/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
02/15/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
02/15/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
02/14/2022,SOUTHWEST,Premium White,All weights,,
02/14/2022,SOUTHWEST,Breaker (75% lean),All weights,,
02/14/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
02/14/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
02/14/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
02/14/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
02/14/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
02/11/2022,SOUTHWEST,Premium White,All weights,,
02/11/2022,SOUTHWEST,Breaker (75% lean),All weights,,
02/11/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
02/11/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
02/11/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
02/11/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
02/11/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
02/10/2022,SOUTHWEST,Premium White,All weights,,
02/10/2022,SOUTHWEST,Breaker (75% lean),All weights,,
02/10/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
02/10/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
02/10/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
02/10/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
02/10/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
02/09/2022,SOUTHWEST,Premium White,All weights,,
02/09/2022,SOUTHWEST,Breaker (75% lean),All weights,,
02/09/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
02/09/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
02/09/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
02/09/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
02/09/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
02/08/2022,SOUTHWEST,Premium White,All weights,,
02/08/2022,SOUTHWEST,Breaker (75% lean),All weights,,
02/08/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
02/08/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
02/08/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
02/08/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
02/08/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
02/07/2022,SOUTHWEST,Premium White,All weights,,
02/07/2022,SOUTHWEST,Breaker (75% lean),All weights,,
02/07/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
02/07/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
02/07/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
02/07/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
02/07/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
02/04/2022,SOUTHWEST,Premium White,All weights,,
02/04/2022,SOUTHWEST,Breaker (75% lean),All weights,,
02/04/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
02/04/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
02/04/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
02/04/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
02/04/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
02/03/2022,SOUTHWEST,Premium White,All weights,,
02/03/2022,SOUTHWEST,Breaker (75% lean),All weights,,
02/03/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
02/03/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
02/03/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
02/03/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
02/03/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
02/02/2022,SOUTHWEST,Premium White,All weights,,
02/02/2022,SOUTHWEST,Breaker (75% lean),All weights,,
02/02/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
02/02/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
02/02/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
02/02/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
02/02/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
02/01/2022,SOUTHWEST,Premium White,All weights,,
02/01/2022,SOUTHWEST,Breaker (75% lean),All weights,,
02/01/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
02/01/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
02/01/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
02/01/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
02/01/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
01/31/2022,SOUTHWEST,Premium White,All weights,,
01/31/2022,SOUTHWEST,Breaker (75% lean),All weights,,
01/31/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
01/31/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
01/31/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
01/31/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
01/31/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
01/28/2022,SOUTHWEST,Premium White,All weights,,
01/28/2022,SOUTHWEST,Breaker (75% lean),All weights,,
01/28/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
01/28/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
01/28/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
01/28/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
01/28/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
01/27/2022,SOUTHWEST,Premium White,All weights,,
01/27/2022,SOUTHWEST,Breaker (75% lean),All weights,,
01/27/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,32,57.49
01/27/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
01/27/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
01/27/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
01/27/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,1,84.00
01/26/2022,SOUTHWEST,Premium White,All weights,,
01/26/2022,SOUTHWEST,Breaker (75% lean),All weights,,
01/26/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
01/26/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
01/26/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
01/26/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
01/26/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
01/25/2022,SOUTHWEST,Premium White,All weights,,
01/25/2022,SOUTHWEST,Breaker (75% lean),All weights,,
01/25/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
01/25/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
01/25/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
01/25/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
01/25/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
01/24/2022,SOUTHWEST,Premium White,All weights,,
01/24/2022,SOUTHWEST,Breaker (75% lean),All weights,,
01/24/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
01/24/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
01/24/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
01/24/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
01/24/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
01/21/2022,SOUTHWEST,Premium White,All weights,,
01/21/2022,SOUTHWEST,Breaker (75% lean),All weights,,
01/21/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
01/21/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
01/21/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
01/21/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
01/21/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
01/20/2022,SOUTHWEST,Premium White,All weights,,
01/20/2022,SOUTHWEST,Breaker (75% lean),All weights,,
01/20/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,35,54.45
01/20/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
01/20/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
01/20/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
01/20/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,1,88.00
01/19/2022,SOUTHWEST,Premium White,All weights,,
01/19/2022,SOUTHWEST,Breaker (75% lean),All weights,,
01/19/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
01/19/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
01/19/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
01/19/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
01/19/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
01/18/2022,SOUTHWEST,Premium White,All weights,,
01/18/2022,SOUTHWEST,Breaker (75% lean),All weights,,
01/18/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
01/18/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
01/18/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
01/18/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
01/18/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
01/17/2022,SOUTHWEST,Premium White,All weights,,
01/17/2022,SOUTHWEST,Breaker (75% lean),All weights,,
01/17/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
01/17/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
01/17/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
01/17/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
01/17/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
01/14/2022,SOUTHWEST,Premium White,All weights,,
01/14/2022,SOUTHWEST,Breaker (75% lean),All weights,,
01/14/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
01/14/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
01/14/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
01/14/2022,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
01/14/2022,SOUTHWEST,Bull (92% lean),600 lbs and up,,
01/13/2022,SOUTHWEST,Premium White,All weights,,
01/13/2022,SOUTHWEST,Breaker (75% lean),All weights,,
01/13/2022,SOUTHWEST,Boner (85% lean),500 lbs and up,,
01/13/2022,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
01/13/2022,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
