Report Date,Average Weight,Average Price
02/08/2023,"1,330",156.05
02/08/2023,"1,249",156.15
02/08/2023,,
02/08/2023,,
02/08/2023,"1,329",155.35
02/08/2023,"1,223",155.39
02/08/2023,,
02/08/2023,,
02/08/2023,"1,365",136.86
02/08/2023,"1,265",137.07
02/08/2023,,
02/08/2023,,
01/06/2023,"1,329",155.35
01/06/2023,"1,223",155.39
01/06/2023,,
01/06/2023,,
01/06/2023,"1,350",151.73
01/06/2023,"1,250",151.74
01/06/2023,,
01/06/2023,,
01/06/2023,"1,373",138.53
01/06/2023,"1,257",139.38
01/06/2023,,
01/06/2023,,
12/08/2022,"1,350",151.73
12/08/2022,"1,250",151.74
12/08/2022,,
12/08/2022,,
12/08/2022,"1,369",146.53
12/08/2022,"1,254",145.32
12/08/2022,,
12/08/2022,,
12/08/2022,"1,360",133.52
12/08/2022,"1,196",133.56
12/08/2022,,
12/08/2022,,
11/04/2022,"1,369",146.53
11/04/2022,"1,254",145.32
11/04/2022,,
11/04/2022,,
11/04/2022,"1,361",142.30
11/04/2022,"1,250",142.20
11/04/2022,,
11/04/2022,,
11/04/2022,"1,351",124.25
11/04/2022,"1,210",124.20
11/04/2022,,
11/04/2022,,
10/05/2022,"1,361",142.30
10/05/2022,"1,250",142.20
10/05/2022,,
10/05/2022,,
10/05/2022,"1,346",139.47
10/05/2022,"1,219",140.02
10/05/2022,,
10/05/2022,,
10/05/2022,"1,367",123.86
10/05/2022,"1,238",123.92
10/05/2022,,
10/05/2022,,
09/07/2022,"1,346",139.47
09/07/2022,"1,219",140.02
09/07/2022,,
09/07/2022,,
09/07/2022,"1,331",136.19
09/07/2022,"1,211",136.41
09/07/2022,,
09/07/2022,,
09/07/2022,"1,339",121.24
09/07/2022,"1,217",121.14
09/07/2022,,
09/07/2022,,
08/05/2022,"1,331",136.19
08/05/2022,"1,211",136.41
08/05/2022,,
08/05/2022,,
08/05/2022,"1,335",136.92
08/05/2022,"1,226",137.07
08/05/2022,,
08/05/2022,,
08/05/2022,"1,350",119.30
08/05/2022,"1,228",119.67
08/05/2022,,
08/05/2022,,
07/06/2022,"1,335",136.92
07/06/2022,"1,226",137.07
07/06/2022,,
07/06/2022,,
07/06/2022,"1,345",138.42
07/06/2022,"1,231",138.10
07/06/2022,,
07/06/2022,,
07/06/2022,"1,320",120.52
07/06/2022,"1,236",120.67
07/06/2022,,
07/06/2022,,
06/07/2022,"1,345",138.42
06/07/2022,"1,231",138.10
06/07/2022,,
06/07/2022,,
06/07/2022,"1,369",139.44
06/07/2022,"1,216",139.38
06/07/2022,,
06/07/2022,,
06/07/2022,"1,324",119.07
06/07/2022,"1,224",119.11
06/07/2022,,
06/07/2022,,
05/04/2022,"1,369",139.44
05/04/2022,"1,216",139.38
05/04/2022,,
05/04/2022,,
05/04/2022,"1,398",138.36
05/04/2022,"1,245",138.20
05/04/2022,,
05/04/2022,,
05/04/2022,"1,312",119.61
05/04/2022,"1,209",119.43
05/04/2022,,
05/04/2022,,
04/06/2022,"1,398",138.36
04/06/2022,"1,245",138.20
04/06/2022,,
04/06/2022,,
04/06/2022,"1,388",140.76
04/06/2022,"1,242",140.94
04/06/2022,,
04/06/2022,,
04/06/2022,"1,297",114.31
04/06/2022,"1,200",114.59
04/06/2022,,
04/06/2022,,
03/09/2022,"1,388",140.76
03/09/2022,"1,242",140.94
03/09/2022,,
03/09/2022,,
03/09/2022,"1,365",136.86
03/09/2022,"1,265",137.07
03/09/2022,,
03/09/2022,,
03/09/2022,"1,326",113.98
03/09/2022,"1,216",114.03
03/09/2022,,
03/09/2022,,
02/02/2022,"1,365",136.86
02/02/2022,"1,265",137.07
02/02/2022,,
02/02/2022,,
02/02/2022,"1,373",138.53
02/02/2022,"1,257",139.38
02/02/2022,,
02/02/2022,,
02/02/2022,"1,361",111.47
02/02/2022,"1,229",111.58
02/02/2022,,
02/02/2022,,
01/06/2022,"1,373",138.53
01/06/2022,"1,257",139.38
01/06/2022,,
01/06/2022,,
01/06/2022,"1,360",133.52
01/06/2022,"1,196",133.56
01/06/2022,,
01/06/2022,,
01/06/2022,"1,352",110.01
01/06/2022,"1,214",110.46
01/06/2022,,
01/06/2022,,
12/08/2021,"1,360",133.52
12/08/2021,"1,196",133.56
12/08/2021,,
12/08/2021,,
12/08/2021,"1,351",124.25
12/08/2021,"1,210",124.20
12/08/2021,,
12/08/2021,,
12/08/2021,"1,352",109.46
12/08/2021,"1,184",109.72
12/08/2021,,
12/08/2021,,
11/09/2021,"1,351",124.25
11/09/2021,"1,210",124.20
11/09/2021,,
11/09/2021,,
11/09/2021,"1,367",123.86
11/09/2021,"1,238",123.92
11/09/2021,,
11/09/2021,,
11/09/2021,"1,368",107.45
11/09/2021,"1,223",107.69
11/09/2021,,
11/09/2021,,
10/05/2021,"1,367",123.86
10/05/2021,"1,238",123.92
10/05/2021,,
10/05/2021,,
10/05/2021,"1,339",121.24
10/05/2021,"1,217",121.14
10/05/2021,,
10/05/2021,,
10/05/2021,"1,343",104.04
10/05/2021,"1,222",104.38
10/05/2021,,
10/05/2021,,
09/03/2021,"1,339",121.24
09/03/2021,"1,217",121.14
09/03/2021,,
09/03/2021,,
09/03/2021,"1,350",119.30
09/03/2021,"1,228",119.67
09/03/2021,,
09/03/2021,,
09/03/2021,"1,366",103.74
09/03/2021,"1,241",103.60
09/03/2021,850,163.13
09/03/2021,,
08/04/2021,"1,350",119.30
08/04/2021,"1,228",119.67
08/04/2021,,
08/04/2021,,
08/04/2021,"1,320",120.52
08/04/2021,"1,236",120.67
08/04/2021,,
08/04/2021,,
08/04/2021,"1,378",95.18
08/04/2021,"1,249",95.47
08/04/2021,,
08/04/2021,,
07/06/2021,"1,320",120.52
07/06/2021,"1,236",120.67
07/06/2021,,
07/06/2021,,
07/06/2021,"1,324",119.07
07/06/2021,"1,224",119.11
07/06/2021,,
07/06/2021,,
07/06/2021,"1,379",105.12
07/06/2021,"1,253",106.23
07/06/2021,,
07/06/2021,,
06/08/2021,"1,324",119.07
06/08/2021,"1,224",119.11
06/08/2021,,
06/08/2021,,
06/08/2021,"1,312",119.61
06/08/2021,"1,209",119.43
06/08/2021,,
06/08/2021,,
06/08/2021,"1,353",111.05
06/08/2021,"1,232",113.44
06/08/2021,850,180.00
06/08/2021,,
05/10/2021,"1,312",119.61
05/10/2021,"1,209",119.43
05/10/2021,,
05/10/2021,,
05/10/2021,"1,297",114.31
05/10/2021,"1,200",114.59
05/10/2021,,
05/10/2021,,
05/10/2021,"1,364",103.88
05/10/2021,"1,229",101.91
05/10/2021,,
05/10/2021,,
04/06/2021,"1,297",114.31
04/06/2021,"1,200",114.59
04/06/2021,,
04/06/2021,,
04/06/2021,"1,326",113.98
04/06/2021,"1,216",114.03
04/06/2021,,
04/06/2021,,
04/06/2021,"1,337",112.77
04/06/2021,"1,202",111.82
04/06/2021,,
04/06/2021,,
03/04/2021,"1,326",113.98
03/04/2021,"1,216",114.03
03/04/2021,,
03/04/2021,,
03/04/2021,"1,361",111.47
03/04/2021,"1,229",111.58
03/04/2021,,
03/04/2021,,
03/04/2021,"1,334",118.56
03/04/2021,"1,221",118.31
03/04/2021,,
03/04/2021,,
02/08/2021,"1,361",111.47
02/08/2021,"1,229",111.58
02/08/2021,,
02/08/2021,,
02/08/2021,"1,352",110.01
02/08/2021,"1,214",110.46
02/08/2021,,
02/08/2021,,
02/08/2021,"1,335",123.34
02/08/2021,"1,213",123.26
02/08/2021,,
02/08/2021,,
01/07/2021,"1,352",110.01
01/07/2021,"1,214",110.46
01/07/2021,,
01/07/2021,,
01/07/2021,"1,352",109.46
01/07/2021,"1,184",109.72
01/07/2021,,
01/07/2021,,
01/07/2021,,
01/07/2021,,
01/07/2021,,
01/07/2021,,
12/08/2020,"1,352",109.46
12/08/2020,"1,184",109.72
12/08/2020,,
12/08/2020,,
12/08/2020,"1,368",107.45
12/08/2020,"1,223",107.69
12/08/2020,,
12/08/2020,,
12/08/2020,"1,301",115.22
12/08/2020,"1,190",115.17
12/08/2020,,
12/08/2020,,
11/06/2020,"1,368",107.45
11/06/2020,"1,223",107.69
11/06/2020,,
11/06/2020,,
11/06/2020,"1,343",104.04
11/06/2020,"1,222",104.38
11/06/2020,,
11/06/2020,,
11/06/2020,"1,330",108.77
11/06/2020,"1,218",109.39
11/06/2020,,
11/06/2020,,
10/06/2020,"1,343",104.04
10/06/2020,"1,222",104.38
10/06/2020,,
10/06/2020,,
10/06/2020,"1,366",103.74
10/06/2020,"1,241",103.60
10/06/2020,850,163.13
10/06/2020,,
10/06/2020,"1,341",100.18
10/06/2020,"1,230",100.88
10/06/2020,862,162.00
10/06/2020,,
09/11/2020,"1,366",103.74
09/11/2020,"1,241",103.60
09/11/2020,850,163.13
09/11/2020,,
09/11/2020,"1,378",95.18
09/11/2020,"1,249",95.47
09/11/2020,,
09/11/2020,,
09/11/2020,"1,342",106.54
09/11/2020,"1,219",106.25
09/11/2020,,
09/11/2020,803,185.00
08/05/2020,"1,378",95.18
08/05/2020,"1,249",95.47
08/05/2020,,
08/05/2020,,
08/05/2020,"1,379",105.12
08/05/2020,"1,253",106.23
08/05/2020,,
08/05/2020,,
08/05/2020,"1,313",110.86
08/05/2020,"1,212",110.86
08/05/2020,,
08/05/2020,806,185.00
07/07/2020,"1,379",105.12
07/07/2020,"1,253",106.23
07/07/2020,,
07/07/2020,,
07/07/2020,"1,353",111.05
07/07/2020,"1,232",113.44
07/07/2020,850,180.00
07/07/2020,,
07/07/2020,"1,276",110.26
07/07/2020,"1,197",110.44
07/07/2020,,
07/07/2020,,
06/11/2020,"1,353",111.05
06/11/2020,"1,232",113.44
06/11/2020,850,180.00
06/11/2020,,
06/11/2020,"1,364",103.88
06/11/2020,"1,229",101.91
06/11/2020,,
06/11/2020,,
06/11/2020,"1,307",116.80
06/11/2020,"1,182",117.24
06/11/2020,775,187.00
06/11/2020,,
05/13/2020,"1,364",103.88
05/13/2020,"1,229",101.91
05/13/2020,,
05/13/2020,,
05/13/2020,"1,337",112.77
05/13/2020,"1,202",111.82
05/13/2020,,
05/13/2020,,
05/13/2020,"1,299",124.92
05/13/2020,"1,194",125.30
05/13/2020,,
05/13/2020,807,204.87
04/07/2020,"1,337",112.77
04/07/2020,"1,202",111.82
04/07/2020,,
04/07/2020,,
04/07/2020,"1,334",118.56
04/07/2020,"1,221",118.31
04/07/2020,,
04/07/2020,,
04/07/2020,"1,320",127.25
04/07/2020,"1,191",127.39
04/07/2020,,
04/07/2020,,
03/06/2020,"1,334",118.56
03/06/2020,"1,221",118.31
03/06/2020,,
03/06/2020,,
03/06/2020,"1,335",123.34
03/06/2020,"1,213",123.26
03/06/2020,,
03/06/2020,,
03/06/2020,"1,316",124.50
03/06/2020,"1,180",124.49
03/06/2020,899,195.00
03/06/2020,774,196.22
02/05/2020,"1,335",123.34
02/05/2020,"1,213",123.26
02/05/2020,,
02/05/2020,,
02/05/2020,,
02/05/2020,,
02/05/2020,,
02/05/2020,,
02/05/2020,"1,308",123.62
02/05/2020,"1,199",123.64
02/05/2020,,
02/05/2020,,
01/07/2020,,
01/07/2020,,
01/07/2020,,
01/07/2020,,
01/07/2020,,
01/07/2020,,
01/07/2020,,
01/07/2020,,
01/07/2020,"1,325",120.50
01/07/2020,"1,192",120.42
01/07/2020,,
01/07/2020,,
12/03/2019,,
12/03/2019,,
12/03/2019,,
12/03/2019,,
12/03/2019,"1,330",108.77
12/03/2019,"1,218",109.39
12/03/2019,,
12/03/2019,,
12/03/2019,"1,345",116.09
12/03/2019,"1,224",116.30
12/03/2019,,
12/03/2019,,
11/05/2019,"1,330",108.77
11/05/2019,"1,218",109.39
11/05/2019,,
11/05/2019,,
11/05/2019,"1,341",100.18
11/05/2019,"1,230",100.88
11/05/2019,862,162.00
11/05/2019,,
11/05/2019,"1,340",113.21
11/05/2019,"1,227",113.29
11/05/2019,907,176.00
11/05/2019,722,176.00
10/07/2019,"1,341",100.18
10/07/2019,"1,230",100.88
10/07/2019,862,162.00
10/07/2019,,
10/07/2019,"1,342",106.54
10/07/2019,"1,219",106.25
10/07/2019,,
10/07/2019,803,185.00
10/07/2019,"1,362",110.51
10/07/2019,"1,213",109.97
10/07/2019,947,176.00
10/07/2019,796,176.00
09/04/2019,"1,342",106.54
09/04/2019,"1,219",106.25
09/04/2019,,
09/04/2019,803,185.00
09/04/2019,"1,313",110.86
09/04/2019,"1,212",110.86
09/04/2019,,
09/04/2019,806,185.00
09/04/2019,"1,318",111.54
09/04/2019,"1,190",110.68
09/04/2019,,
09/04/2019,,
08/05/2019,"1,313",110.86
08/05/2019,"1,212",110.86
08/05/2019,,
08/05/2019,806,185.00
08/05/2019,"1,276",110.26
08/05/2019,"1,197",110.44
08/05/2019,,
08/05/2019,,
08/05/2019,"1,316",112.32
08/05/2019,"1,191",111.81
08/05/2019,,
08/05/2019,,
07/08/2019,"1,276",110.26
07/08/2019,"1,197",110.44
07/08/2019,,
07/08/2019,,
07/08/2019,"1,307",116.80
07/08/2019,"1,182",117.24
07/08/2019,775,187.00
07/08/2019,,
07/08/2019,"1,294",110.72
07/08/2019,"1,178",111.15
07/08/2019,,
07/08/2019,,
06/05/2019,"1,307",116.80
06/05/2019,"1,182",117.24
06/05/2019,775,187.00
06/05/2019,,
06/05/2019,"1,299",124.92
06/05/2019,"1,194",125.30
06/05/2019,,
06/05/2019,807,204.87
06/05/2019,"1,301",119.47
06/05/2019,"1,165",121.36
06/05/2019,,
06/05/2019,,
05/06/2019,"1,299",124.92
05/06/2019,"1,194",125.30
05/06/2019,,
05/06/2019,807,204.87
05/06/2019,"1,320",127.25
05/06/2019,"1,191",127.39
05/06/2019,,
05/06/2019,,
05/06/2019,"1,292",120.33
05/06/2019,"1,174",120.19
05/06/2019,,
05/06/2019,,
04/04/2019,"1,320",127.25
04/04/2019,"1,191",127.39
04/04/2019,,
04/04/2019,,
04/04/2019,"1,316",124.50
04/04/2019,"1,180",124.49
04/04/2019,899,195.00
04/04/2019,774,196.22
04/04/2019,"1,304",125.43
04/04/2019,"1,170",124.89
04/04/2019,,
04/04/2019,,
03/05/2019,"1,316",124.50
03/05/2019,"1,180",124.49
03/05/2019,899,195.00
03/05/2019,774,196.22
03/05/2019,"1,308",123.62
03/05/2019,"1,199",123.64
03/05/2019,,
03/05/2019,,
03/05/2019,"1,303",127.92
03/05/2019,"1,200",128.03
03/05/2019,,
03/05/2019,,
02/06/2019,"1,308",123.62
02/06/2019,"1,199",123.64
02/06/2019,,
02/06/2019,,
02/06/2019,"1,325",120.50
02/06/2019,"1,192",120.42
02/06/2019,,
02/06/2019,,
02/06/2019,"1,276",123.34
02/06/2019,"1,199",123.88
02/06/2019,,
02/06/2019,,
01/03/2019,"1,325",120.50
01/03/2019,"1,192",120.42
01/03/2019,,
01/03/2019,,
01/03/2019,"1,345",116.09
01/03/2019,"1,224",116.30
01/03/2019,,
01/03/2019,,
01/03/2019,"1,289",119.92
01/03/2019,"1,187",119.58
01/03/2019,,
01/03/2019,,
12/04/2018,"1,345",116.09
12/04/2018,"1,224",116.30
12/04/2018,,
12/04/2018,,
12/04/2018,"1,340",113.21
12/04/2018,"1,227",113.29
12/04/2018,907,176.00
12/04/2018,722,176.00
12/04/2018,"1,344",121.70
12/04/2018,"1,199",122.13
12/04/2018,,
12/04/2018,,
11/05/2018,"1,340",113.21
11/05/2018,"1,227",113.29
11/05/2018,907,176.00
11/05/2018,722,176.00
11/05/2018,"1,362",110.51
11/05/2018,"1,213",109.97
11/05/2018,947,176.00
11/05/2018,796,176.00
11/05/2018,"1,310",112.05
11/05/2018,"1,192",113.51
11/05/2018,,
11/05/2018,,
10/02/2018,"1,362",110.51
10/02/2018,"1,213",109.97
10/02/2018,947,176.00
10/02/2018,796,176.00
10/02/2018,"1,318",111.54
10/02/2018,"1,190",110.68
10/02/2018,,
10/02/2018,,
10/02/2018,"1,358",107.20
10/02/2018,"1,194",106.61
10/02/2018,,
10/02/2018,,
09/05/2018,"1,318",111.54
09/05/2018,"1,190",110.68
09/05/2018,,
09/05/2018,,
09/05/2018,"1,316",112.32
09/05/2018,"1,191",111.81
09/05/2018,,
09/05/2018,,
09/05/2018,"1,322",112.12
09/05/2018,"1,199",113.05
09/05/2018,,
09/05/2018,,
08/07/2018,"1,316",112.32
08/07/2018,"1,191",111.81
08/07/2018,,
08/07/2018,,
08/07/2018,"1,294",110.72
08/07/2018,"1,178",111.15
08/07/2018,,
08/07/2018,,
08/07/2018,"1,297",118.55
08/07/2018,"1,188",118.96
08/07/2018,,
08/07/2018,,
07/03/2018,"1,294",110.72
07/03/2018,"1,178",111.15
07/03/2018,,
07/03/2018,,
07/03/2018,"1,301",119.47
07/03/2018,"1,165",121.36
07/03/2018,,
07/03/2018,,
07/03/2018,"1,319",130.73
07/03/2018,"1,181",129.72
07/03/2018,,
07/03/2018,,
06/04/2018,"1,301",119.47
06/04/2018,"1,165",121.36
06/04/2018,,
06/04/2018,,
06/04/2018,"1,292",120.33
06/04/2018,"1,174",120.19
06/04/2018,,
06/04/2018,,
06/04/2018,"1,288",137.61
06/04/2018,"1,187",137.61
06/04/2018,,
06/04/2018,,
05/02/2018,"1,292",120.33
05/02/2018,"1,174",120.19
05/02/2018,,
05/02/2018,,
05/02/2018,"1,304",125.43
05/02/2018,"1,170",124.89
05/02/2018,,
05/02/2018,,
05/02/2018,"1,296",131.96
05/02/2018,"1,209",133.70
05/02/2018,,
05/02/2018,,
04/04/2018,"1,304",125.43
04/04/2018,"1,170",124.89
04/04/2018,,
04/04/2018,,
04/04/2018,"1,303",127.92
04/04/2018,"1,200",128.03
04/04/2018,,
04/04/2018,,
04/04/2018,"1,312",126.73
04/04/2018,"1,212",126.67
04/04/2018,,
04/04/2018,,
03/05/2018,"1,303",127.92
03/05/2018,"1,200",128.03
03/05/2018,,
03/05/2018,,
03/05/2018,"1,276",123.34
03/05/2018,"1,199",123.88
03/05/2018,,
03/05/2018,,
03/05/2018,"1,292",121.90
03/05/2018,"1,195",121.08
03/05/2018,,
03/05/2018,,
02/05/2018,"1,276",123.34
02/05/2018,"1,199",123.88
02/05/2018,,
02/05/2018,,
02/05/2018,"1,289",119.92
02/05/2018,"1,187",119.58
02/05/2018,,
02/05/2018,,
02/05/2018,"1,337",120.37
02/05/2018,"1,201",119.83
02/05/2018,,
02/05/2018,,
01/03/2018,"1,289",119.92
01/03/2018,"1,187",119.58
01/03/2018,,
01/03/2018,,
01/03/2018,"1,344",121.70
01/03/2018,"1,199",122.13
01/03/2018,,
01/03/2018,,
01/03/2018,"1,363",113.37
01/03/2018,"1,209",113.91
01/03/2018,,
01/03/2018,,
12/05/2017,"1,344",121.70
12/05/2017,"1,199",122.13
12/05/2017,,
12/05/2017,,
12/05/2017,"1,310",112.05
12/05/2017,"1,192",113.51
12/05/2017,,
12/05/2017,,
12/05/2017,"1,360",109.19
12/05/2017,"1,226",109.63
12/05/2017,,
12/05/2017,,
11/06/2017,"1,310",112.05
11/06/2017,"1,192",113.51
11/06/2017,,
11/06/2017,,
11/06/2017,"1,358",107.20
11/06/2017,"1,194",106.61
11/06/2017,,
11/06/2017,,
11/06/2017,"1,348",102.64
11/06/2017,"1,207",102.21
11/06/2017,,
11/06/2017,,
10/03/2017,"1,358",107.20
10/03/2017,"1,194",106.61
10/03/2017,,
10/03/2017,,
10/03/2017,"1,322",112.12
10/03/2017,"1,199",113.05
10/03/2017,,
10/03/2017,,
10/03/2017,"1,370",106.59
10/03/2017,"1,198",106.34
10/03/2017,,
10/03/2017,,
09/05/2017,"1,322",112.12
09/05/2017,"1,199",113.05
09/05/2017,,
09/05/2017,,
09/05/2017,"1,297",118.55
09/05/2017,"1,188",118.96
09/05/2017,,
09/05/2017,,
09/05/2017,"1,364",117.57
09/05/2017,"1,215",116.67
09/05/2017,,
09/05/2017,,
08/04/2017,"1,297",118.55
08/04/2017,"1,188",118.96
08/04/2017,,
08/04/2017,,
08/04/2017,"1,319",130.73
08/04/2017,"1,181",129.72
08/04/2017,,
08/04/2017,,
08/04/2017,"1,348",117.55
08/04/2017,"1,219",118.08
08/04/2017,,
08/04/2017,,
07/07/2017,"1,319",130.73
07/07/2017,"1,181",129.72
07/07/2017,,
07/07/2017,,
07/07/2017,"1,288",137.61
07/07/2017,"1,187",137.61
07/07/2017,,
07/07/2017,,
07/07/2017,"1,334",123.06
07/07/2017,"1,198",122.69
07/07/2017,,
07/07/2017,,
06/05/2017,"1,288",137.61
06/05/2017,"1,187",137.61
06/05/2017,,
06/05/2017,,
06/05/2017,"1,296",131.96
06/05/2017,"1,209",133.70
06/05/2017,,
06/05/2017,,
06/05/2017,"1,308",130.50
06/05/2017,"1,162",130.14
06/05/2017,,
06/05/2017,,
05/11/2017,"1,296",131.96
05/11/2017,"1,209",133.70
05/11/2017,,
05/11/2017,,
05/11/2017,"1,312",126.73
05/11/2017,"1,212",126.67
05/11/2017,,
05/11/2017,,
05/11/2017,"1,316",129.84
05/11/2017,"1,195",127.79
05/11/2017,,
05/11/2017,,
04/10/2017,"1,312",126.73
04/10/2017,"1,212",126.67
04/10/2017,,
04/10/2017,,
04/10/2017,"1,292",121.90
04/10/2017,"1,195",121.08
04/10/2017,,
04/10/2017,,
04/10/2017,"1,317",136.10
04/10/2017,"1,201",137.46
04/10/2017,,
04/10/2017,,
03/08/2017,"1,292",121.90
03/08/2017,"1,195",121.08
03/08/2017,,
03/08/2017,,
03/08/2017,"1,337",120.37
03/08/2017,"1,201",119.83
03/08/2017,,
03/08/2017,,
03/08/2017,"1,327",135.71
03/08/2017,"1,190",134.69
03/08/2017,,
03/08/2017,,
02/06/2017,"1,337",120.37
02/06/2017,"1,201",119.83
02/06/2017,,
02/06/2017,,
02/06/2017,"1,363",113.37
02/06/2017,"1,209",113.91
02/06/2017,,
02/06/2017,,
02/06/2017,"1,315",134.70
02/06/2017,"1,190",135.10
02/06/2017,,
02/06/2017,,
01/04/2017,"1,363",113.37
01/04/2017,"1,209",113.91
01/04/2017,,
01/04/2017,,
01/04/2017,"1,360",109.19
01/04/2017,"1,226",109.63
01/04/2017,,
01/04/2017,,
01/04/2017,"1,346",124.78
01/04/2017,"1,236",124.90
01/04/2017,,
01/04/2017,,
12/08/2016,"1,360",109.19
12/08/2016,"1,226",109.63
12/08/2016,,
12/08/2016,,
12/08/2016,"1,348",102.64
12/08/2016,"1,207",102.21
12/08/2016,,
12/08/2016,,
12/08/2016,"1,379",129.65
12/08/2016,"1,242",130.29
12/08/2016,,
12/08/2016,,
11/10/2016,"1,348",102.64
11/10/2016,"1,207",102.21
11/10/2016,,
11/10/2016,,
11/10/2016,"1,370",106.59
11/10/2016,"1,198",106.34
11/10/2016,,
11/10/2016,,
11/10/2016,"1,384",134.95
11/10/2016,"1,194",136.34
11/10/2016,,
11/10/2016,,
10/06/2016,"1,370",106.59
10/06/2016,"1,198",106.34
10/06/2016,,
10/06/2016,,
10/06/2016,"1,364",117.57
10/06/2016,"1,215",116.67
10/06/2016,,
10/06/2016,,
10/06/2016,"1,340",132.02
10/06/2016,"1,200",134.86
10/06/2016,,
10/06/2016,,
09/08/2016,"1,364",117.57
09/08/2016,"1,215",116.67
09/08/2016,,
09/08/2016,,
09/08/2016,"1,348",117.55
09/08/2016,"1,219",118.08
09/08/2016,,
09/08/2016,,
09/08/2016,"1,343",148.28
09/08/2016,"1,166",147.60
09/08/2016,,
09/08/2016,,
08/02/2016,"1,348",117.55
08/02/2016,"1,219",118.08
08/02/2016,,
08/02/2016,,
08/02/2016,"1,334",123.06
08/02/2016,"1,198",122.69
08/02/2016,,
08/02/2016,,
08/02/2016,"1,292",148.79
08/02/2016,"1,180",148.99
08/02/2016,,
08/02/2016,,
07/12/2016,"1,334",123.06
07/12/2016,"1,198",122.69
07/12/2016,,
07/12/2016,,
07/12/2016,"1,308",130.50
07/12/2016,"1,162",130.14
07/12/2016,,
07/12/2016,,
07/12/2016,"1,318",149.87
07/12/2016,"1,196",150.28
07/12/2016,,
07/12/2016,,
06/10/2016,"1,308",130.50
06/10/2016,"1,162",130.14
06/10/2016,,
06/10/2016,,
06/10/2016,"1,316",129.84
06/10/2016,"1,195",127.79
06/10/2016,,
06/10/2016,,
06/10/2016,"1,302",160.14
06/10/2016,"1,178",160.51
06/10/2016,,
06/10/2016,,
05/09/2016,"1,316",129.84
05/09/2016,"1,195",127.79
05/09/2016,,
05/09/2016,,
05/09/2016,"1,317",136.10
05/09/2016,"1,201",137.46
05/09/2016,,
05/09/2016,,
05/09/2016,"1,301",160.64
05/09/2016,"1,151",161.91
05/09/2016,,
05/09/2016,,
04/04/2016,"1,317",136.10
04/04/2016,"1,201",137.46
04/04/2016,,
04/04/2016,,
04/04/2016,"1,327",135.71
04/04/2016,"1,190",134.69
04/04/2016,,
04/04/2016,,
04/04/2016,"1,251",162.87
04/04/2016,"1,146",163.32
04/04/2016,,
04/04/2016,,
03/07/2016,"1,327",135.71
03/07/2016,"1,190",134.69
03/07/2016,,
03/07/2016,,
03/07/2016,"1,315",134.70
03/07/2016,"1,190",135.10
03/07/2016,,
03/07/2016,,
03/07/2016,"1,269",159.87
03/07/2016,"1,156",160.27
03/07/2016,,
03/07/2016,,
02/09/2016,"1,315",134.70
02/09/2016,"1,190",135.10
02/09/2016,,
02/09/2016,,
02/09/2016,"1,346",124.78
02/09/2016,"1,236",124.90
02/09/2016,,
02/09/2016,,
02/09/2016,"1,314",164.23
02/09/2016,"1,217",163.17
02/09/2016,,
02/09/2016,,
01/08/2016,"1,346",124.78
01/08/2016,"1,236",124.90
01/08/2016,,
01/08/2016,,
01/08/2016,"1,379",129.65
01/08/2016,"1,242",130.29
01/08/2016,,
01/08/2016,,
01/08/2016,"1,297",163.04
01/08/2016,"1,133",164.52
01/08/2016,,
01/08/2016,,
12/07/2015,"1,379",129.65
12/07/2015,"1,242",130.29
12/07/2015,,
12/07/2015,,
12/07/2015,"1,384",134.95
12/07/2015,"1,194",136.34
12/07/2015,,
12/07/2015,,
12/07/2015,"1,284",169.65
12/07/2015,"1,207",169.54
12/07/2015,,
12/07/2015,,
11/10/2015,"1,384",134.95
11/10/2015,"1,194",136.34
11/10/2015,,
11/10/2015,,
11/10/2015,"1,340",132.02
11/10/2015,"1,200",134.86
11/10/2015,,
11/10/2015,,
11/10/2015,"1,248",165.07
11/10/2015,"1,154",165.93
11/10/2015,,
11/10/2015,,
10/12/2015,"1,340",132.02
10/12/2015,"1,200",134.86
10/12/2015,,
10/12/2015,,
10/12/2015,"1,343",148.28
10/12/2015,"1,166",147.60
10/12/2015,,
10/12/2015,,
10/12/2015,"1,324",161.18
10/12/2015,"1,120",160.12
10/12/2015,,
10/12/2015,,
09/09/2015,"1,343",148.28
09/09/2015,"1,166",147.60
09/09/2015,,
09/09/2015,,
09/09/2015,"1,292",148.79
09/09/2015,"1,180",148.99
09/09/2015,,
09/09/2015,,
09/09/2015,"1,236",157.83
09/09/2015,"1,164",157.10
09/09/2015,,
09/09/2015,,
08/06/2015,"1,292",148.79
08/06/2015,"1,180",148.99
08/06/2015,,
08/06/2015,,
08/06/2015,"1,318",149.87
08/06/2015,"1,196",150.28
08/06/2015,,
08/06/2015,,
08/06/2015,"1,268",157.12
08/06/2015,"1,142",157.75
08/06/2015,,
08/06/2015,,
07/06/2015,"1,318",149.87
07/06/2015,"1,196",150.28
07/06/2015,,
07/06/2015,,
07/06/2015,"1,302",160.14
07/06/2015,"1,178",160.51
07/06/2015,,
07/06/2015,,
07/06/2015,"1,237",149.09
07/06/2015,"1,157",147.61
07/06/2015,,
07/06/2015,,
06/04/2015,"1,302",160.14
06/04/2015,"1,178",160.51
06/04/2015,,
06/04/2015,,
06/04/2015,"1,301",160.64
06/04/2015,"1,151",161.91
06/04/2015,,
