Report Date,Class Description,Selling Basis,Grade Description,Previous Month Confirmed,Average Weight,Weighted Avg Price
01/05/2015,STEER,LIVE FOB,Over 80% Choice,,,
01/05/2015,STEER,LIVE FOB,65 - 80% Choice,298,"1,200",162.54
01/05/2015,STEER,LIVE FOB,35 - 65% Choice,"1,582","1,315",163.14
01/05/2015,STEER,LIVE FOB, 0 - 35% Choice,,,
01/05/2015,STEER,LIVE FOB,Total all grades,"1,880","1,297",163.04
01/05/2015,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
01/05/2015,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
01/05/2015,HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
01/05/2015,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
01/05/2015,HEIFER,DRESSED DELIVERED,Total all grades,,,
01/05/2015,HEIFER,LIVE FOB,Over 80% Choice,,,
01/05/2015,HEIFER,LIVE FOB,65 - 80% Choice,111,"1,189",165.41
01/05/2015,HEIFER,LIVE FOB,35 - 65% Choice,"1,113","1,128",164.43
01/05/2015,HEIFER,LIVE FOB, 0 - 35% Choice,,,
01/05/2015,HEIFER,LIVE FOB,Total all grades,"1,224","1,133",164.52
12/08/2014,STEER,DRESSED DELIVERED,Over 80% Choice,,,
12/08/2014,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
12/08/2014,STEER,DRESSED DELIVERED,35 - 65% Choice,,,
12/08/2014,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
12/08/2014,STEER,DRESSED DELIVERED,Total all grades,,,
12/08/2014,STEER,LIVE FOB,Over 80% Choice,,,
12/08/2014,STEER,LIVE FOB,65 - 80% Choice,33,"1,250",167.00
12/08/2014,STEER,LIVE FOB,35 - 65% Choice,388,"1,287",169.88
12/08/2014,STEER,LIVE FOB, 0 - 35% Choice,,,
12/08/2014,STEER,LIVE FOB,Total all grades,421,"1,284",169.65
12/08/2014,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
12/08/2014,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
12/08/2014,HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
12/08/2014,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
12/08/2014,HEIFER,DRESSED DELIVERED,Total all grades,,,
12/08/2014,HEIFER,LIVE FOB,Over 80% Choice,74,"1,307",167.00
12/08/2014,HEIFER,LIVE FOB,65 - 80% Choice,35,"1,300",173.00
12/08/2014,HEIFER,LIVE FOB,35 - 65% Choice,476,"1,184",169.68
12/08/2014,HEIFER,LIVE FOB, 0 - 35% Choice,,,
12/08/2014,HEIFER,LIVE FOB,Total all grades,585,"1,207",169.54
11/07/2014,STEER,DRESSED DELIVERED,Over 80% Choice,,,
11/07/2014,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
11/07/2014,STEER,DRESSED DELIVERED,35 - 65% Choice,,,
11/07/2014,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
11/07/2014,STEER,DRESSED DELIVERED,Total all grades,,,
11/07/2014,STEER,LIVE FOB,Over 80% Choice,,,
11/07/2014,STEER,LIVE FOB,65 - 80% Choice,205,"1,292",166.24
11/07/2014,STEER,LIVE FOB,35 - 65% Choice,"2,602","1,245",164.98
11/07/2014,STEER,LIVE FOB, 0 - 35% Choice,,,
11/07/2014,STEER,LIVE FOB,Total all grades,"2,807","1,248",165.07
11/07/2014,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
11/07/2014,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
11/07/2014,HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
11/07/2014,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
11/07/2014,HEIFER,DRESSED DELIVERED,Total all grades,,,
11/07/2014,HEIFER,LIVE FOB,Over 80% Choice,,,
11/07/2014,HEIFER,LIVE FOB,65 - 80% Choice,63,"1,178",165.43
11/07/2014,HEIFER,LIVE FOB,35 - 65% Choice,"1,912","1,153",165.95
11/07/2014,HEIFER,LIVE FOB, 0 - 35% Choice,,,
11/07/2014,HEIFER,LIVE FOB,Total all grades,"1,975","1,154",165.93
10/08/2014,STEER,DRESSED DELIVERED,Over 80% Choice,,,
10/08/2014,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
10/08/2014,STEER,DRESSED DELIVERED,35 - 65% Choice,,,
10/08/2014,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
10/08/2014,STEER,DRESSED DELIVERED,Total all grades,,,
10/08/2014,STEER,LIVE FOB,Over 80% Choice,,,
10/08/2014,STEER,LIVE FOB,65 - 80% Choice,136,"1,450",163.00
10/08/2014,STEER,LIVE FOB,35 - 65% Choice,"1,710","1,315",161.05
10/08/2014,STEER,LIVE FOB, 0 - 35% Choice,16,"1,250",160.00
10/08/2014,STEER,LIVE FOB,Total all grades,"1,862","1,324",161.18
10/08/2014,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
10/08/2014,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
10/08/2014,HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
10/08/2014,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
10/08/2014,HEIFER,DRESSED DELIVERED,Total all grades,,,
10/08/2014,HEIFER,LIVE FOB,Over 80% Choice,,,
10/08/2014,HEIFER,LIVE FOB,65 - 80% Choice,,,
10/08/2014,HEIFER,LIVE FOB,35 - 65% Choice,"1,309","1,120",160.12
10/08/2014,HEIFER,LIVE FOB, 0 - 35% Choice,,,
10/08/2014,HEIFER,LIVE FOB,Total all grades,"1,309","1,120",160.12
09/02/2014,STEER,DRESSED DELIVERED,Over 80% Choice,,,
09/02/2014,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
09/02/2014,STEER,DRESSED DELIVERED,35 - 65% Choice,,,
09/02/2014,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
09/02/2014,STEER,DRESSED DELIVERED,Total all grades,,,
09/02/2014,STEER,LIVE FOB,Over 80% Choice,108,"1,400",162.00
09/02/2014,STEER,LIVE FOB,65 - 80% Choice,,,
09/02/2014,STEER,LIVE FOB,35 - 65% Choice,"5,210","1,232",157.81
09/02/2014,STEER,LIVE FOB, 0 - 35% Choice,60,"1,300",152.00
09/02/2014,STEER,LIVE FOB,Total all grades,"5,378","1,236",157.83
09/02/2014,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
09/02/2014,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
09/02/2014,HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
09/02/2014,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
09/02/2014,HEIFER,DRESSED DELIVERED,Total all grades,,,
09/02/2014,HEIFER,LIVE FOB,Over 80% Choice,67,"1,275",162.00
09/02/2014,HEIFER,LIVE FOB,65 - 80% Choice,580,"1,178",156.50
09/02/2014,HEIFER,LIVE FOB,35 - 65% Choice,"2,624","1,157",157.15
09/02/2014,HEIFER,LIVE FOB, 0 - 35% Choice,20,"1,250",152.00
09/02/2014,HEIFER,LIVE FOB,Total all grades,"3,291","1,164",157.10
08/06/2014,STEER,DRESSED DELIVERED,Over 80% Choice,,,
08/06/2014,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
08/06/2014,STEER,DRESSED DELIVERED,35 - 65% Choice,,,
08/06/2014,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
08/06/2014,STEER,DRESSED DELIVERED,Total all grades,,,
08/06/2014,STEER,LIVE FOB,Over 80% Choice,,,
08/06/2014,STEER,LIVE FOB,65 - 80% Choice,514,"1,275",158.54
08/06/2014,STEER,LIVE FOB,35 - 65% Choice,"2,324","1,266",156.80
08/06/2014,STEER,LIVE FOB, 0 - 35% Choice,,,
08/06/2014,STEER,LIVE FOB,Total all grades,"2,838","1,268",157.12
08/06/2014,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
08/06/2014,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
08/06/2014,HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
08/06/2014,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
08/06/2014,HEIFER,DRESSED DELIVERED,Total all grades,,,
08/06/2014,HEIFER,LIVE FOB,Over 80% Choice,,,
08/06/2014,HEIFER,LIVE FOB,65 - 80% Choice,437,"1,128",157.59
08/06/2014,HEIFER,LIVE FOB,35 - 65% Choice,"1,569","1,146",157.79
08/06/2014,HEIFER,LIVE FOB, 0 - 35% Choice,,,
08/06/2014,HEIFER,LIVE FOB,Total all grades,"2,006","1,142",157.75
07/08/2014,STEER,DRESSED DELIVERED,Over 80% Choice,,,
07/08/2014,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
07/08/2014,STEER,DRESSED DELIVERED,35 - 65% Choice,,,
07/08/2014,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
07/08/2014,STEER,DRESSED DELIVERED,Total all grades,,,
07/08/2014,STEER,LIVE FOB,Over 80% Choice,,,
07/08/2014,STEER,LIVE FOB,65 - 80% Choice,364,"1,251",153.62
07/08/2014,STEER,LIVE FOB,35 - 65% Choice,"3,768","1,236",148.65
07/08/2014,STEER,LIVE FOB, 0 - 35% Choice,,,
07/08/2014,STEER,LIVE FOB,Total all grades,"4,132","1,237",149.09
07/08/2014,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
07/08/2014,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
07/08/2014,HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
07/08/2014,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
07/08/2014,HEIFER,DRESSED DELIVERED,Total all grades,,,
07/08/2014,HEIFER,LIVE FOB,Over 80% Choice,,,
07/08/2014,HEIFER,LIVE FOB,65 - 80% Choice,57,"1,185",145.77
07/08/2014,HEIFER,LIVE FOB,35 - 65% Choice,"3,069","1,156",147.64
07/08/2014,HEIFER,LIVE FOB, 0 - 35% Choice,,,
07/08/2014,HEIFER,LIVE FOB,Total all grades,"3,126","1,157",147.61
06/03/2014,STEER,DRESSED DELIVERED,Over 80% Choice,,,
06/03/2014,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
06/03/2014,STEER,DRESSED DELIVERED,35 - 65% Choice,,,
06/03/2014,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
06/03/2014,STEER,DRESSED DELIVERED,Total all grades,,,
06/03/2014,STEER,LIVE FOB,Over 80% Choice,,,
06/03/2014,STEER,LIVE FOB,65 - 80% Choice,472,"1,325",144.00
06/03/2014,STEER,LIVE FOB,35 - 65% Choice,"6,500","1,232",144.07
06/03/2014,STEER,LIVE FOB, 0 - 35% Choice,,,
06/03/2014,STEER,LIVE FOB,Total all grades,"6,972","1,238",144.06
06/03/2014,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
06/03/2014,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
06/03/2014,HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
06/03/2014,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
06/03/2014,HEIFER,DRESSED DELIVERED,Total all grades,,,
06/03/2014,HEIFER,LIVE FOB,Over 80% Choice,,,
06/03/2014,HEIFER,LIVE FOB,65 - 80% Choice,549,"1,164",143.71
06/03/2014,HEIFER,LIVE FOB,35 - 65% Choice,"4,442","1,127",144.19
06/03/2014,HEIFER,LIVE FOB, 0 - 35% Choice,,,
06/03/2014,HEIFER,LIVE FOB,Total all grades,"4,991","1,131",144.13
05/06/2014,STEER,DRESSED DELIVERED,Over 80% Choice,,,
05/06/2014,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
05/06/2014,STEER,DRESSED DELIVERED,35 - 65% Choice,,,
05/06/2014,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
05/06/2014,STEER,DRESSED DELIVERED,Total all grades,,,
05/06/2014,STEER,LIVE FOB,Over 80% Choice,,,
05/06/2014,STEER,LIVE FOB,65 - 80% Choice,579,"1,316",146.57
05/06/2014,STEER,LIVE FOB,35 - 65% Choice,"6,824","1,226",146.09
05/06/2014,STEER,LIVE FOB, 0 - 35% Choice,33,"1,280",147.00
05/06/2014,STEER,LIVE FOB,Total all grades,"7,436","1,233",146.13
05/06/2014,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
05/06/2014,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
05/06/2014,HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
05/06/2014,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
05/06/2014,HEIFER,DRESSED DELIVERED,Total all grades,,,
05/06/2014,HEIFER,LIVE FOB,Over 80% Choice,39,"1,150",148.00
05/06/2014,HEIFER,LIVE FOB,65 - 80% Choice,655,"1,152",145.31
05/06/2014,HEIFER,LIVE FOB,35 - 65% Choice,"3,401","1,117",145.98
05/06/2014,HEIFER,LIVE FOB, 0 - 35% Choice,,,
05/06/2014,HEIFER,LIVE FOB,Total all grades,"4,095","1,123",145.89
04/09/2014,STEER,DRESSED DELIVERED,Over 80% Choice,,,
04/09/2014,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
04/09/2014,STEER,DRESSED DELIVERED,35 - 65% Choice,,,
04/09/2014,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
04/09/2014,STEER,DRESSED DELIVERED,Total all grades,,,
04/09/2014,STEER,LIVE FOB,Over 80% Choice,,,
04/09/2014,STEER,LIVE FOB,65 - 80% Choice,292,"1,337",149.73
04/09/2014,STEER,LIVE FOB,35 - 65% Choice,"9,855","1,236",149.24
04/09/2014,STEER,LIVE FOB, 0 - 35% Choice,,,
04/09/2014,STEER,LIVE FOB,Total all grades,"10,147","1,239",149.25
04/09/2014,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
04/09/2014,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
04/09/2014,HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
04/09/2014,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
04/09/2014,HEIFER,DRESSED DELIVERED,Total all grades,,,
04/09/2014,HEIFER,LIVE FOB,Over 80% Choice,22,"1,150",150.00
04/09/2014,HEIFER,LIVE FOB,65 - 80% Choice,380,"1,177",148.42
04/09/2014,HEIFER,LIVE FOB,35 - 65% Choice,"5,273","1,165",148.84
04/09/2014,HEIFER,LIVE FOB, 0 - 35% Choice,,,
04/09/2014,HEIFER,LIVE FOB,Total all grades,"5,675","1,166",148.82
03/04/2014,STEER,DRESSED DELIVERED,Over 80% Choice,,,
03/04/2014,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
03/04/2014,STEER,DRESSED DELIVERED,35 - 65% Choice,115,748,225.00
03/04/2014,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
03/04/2014,STEER,DRESSED DELIVERED,Total all grades,115,748,225.00
03/04/2014,STEER,LIVE FOB,Over 80% Choice,,,
03/04/2014,STEER,LIVE FOB,65 - 80% Choice,894,"1,354",148.18
03/04/2014,STEER,LIVE FOB,35 - 65% Choice,"6,614","1,229",144.85
03/04/2014,STEER,LIVE FOB, 0 - 35% Choice,,,
03/04/2014,STEER,LIVE FOB,Total all grades,"7,508","1,243",145.24
03/04/2014,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
03/04/2014,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
03/04/2014,HEIFER,DRESSED DELIVERED,35 - 65% Choice,43,735,225.00
03/04/2014,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
03/04/2014,HEIFER,DRESSED DELIVERED,Total all grades,43,735,225.00
03/04/2014,HEIFER,LIVE FOB,Over 80% Choice,14,"1,425",143.00
03/04/2014,HEIFER,LIVE FOB,65 - 80% Choice,471,"1,111",146.14
03/04/2014,HEIFER,LIVE FOB,35 - 65% Choice,"2,851","1,195",144.91
03/04/2014,HEIFER,LIVE FOB, 0 - 35% Choice,,,
03/04/2014,HEIFER,LIVE FOB,Total all grades,"3,336","1,184",145.08
02/10/2014,STEER,DRESSED DELIVERED,Over 80% Choice,,,
02/10/2014,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
02/10/2014,STEER,DRESSED DELIVERED,35 - 65% Choice,,,
02/10/2014,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
02/10/2014,STEER,DRESSED DELIVERED,Total all grades,,,
02/10/2014,STEER,LIVE FOB,Over 80% Choice,,,
02/10/2014,STEER,LIVE FOB,65 - 80% Choice,"1,397","1,352",143.59
02/10/2014,STEER,LIVE FOB,35 - 65% Choice,"9,316","1,250",141.41
02/10/2014,STEER,LIVE FOB, 0 - 35% Choice,90,"1,275",142.00
02/10/2014,STEER,LIVE FOB,Total all grades,"10,803","1,263",141.69
02/10/2014,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
02/10/2014,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
02/10/2014,HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
02/10/2014,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
02/10/2014,HEIFER,DRESSED DELIVERED,Total all grades,,,
02/10/2014,HEIFER,LIVE FOB,Over 80% Choice,,,
02/10/2014,HEIFER,LIVE FOB,65 - 80% Choice,687,"1,182",143.86
02/10/2014,HEIFER,LIVE FOB,35 - 65% Choice,"3,928","1,131",142.90
02/10/2014,HEIFER,LIVE FOB, 0 - 35% Choice,114,"1,125",137.00
02/10/2014,HEIFER,LIVE FOB,Total all grades,"4,729","1,139",142.90
01/07/2014,STEER,DRESSED DELIVERED,Over 80% Choice,,,
01/07/2014,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
01/07/2014,STEER,DRESSED DELIVERED,35 - 65% Choice,,,
01/07/2014,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
01/07/2014,STEER,DRESSED DELIVERED,Total all grades,,,
01/07/2014,STEER,LIVE FOB,Over 80% Choice,114,"1,430",130.00
01/07/2014,STEER,LIVE FOB,65 - 80% Choice,586,"1,316",131.04
01/07/2014,STEER,LIVE FOB,35 - 65% Choice,"5,444","1,252",132.06
01/07/2014,STEER,LIVE FOB, 0 - 35% Choice,,,
01/07/2014,STEER,LIVE FOB,Total all grades,"6,144","1,262",131.92
01/07/2014,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
01/07/2014,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
01/07/2014,HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
01/07/2014,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
01/07/2014,HEIFER,DRESSED DELIVERED,Total all grades,,,
01/07/2014,HEIFER,LIVE FOB,Over 80% Choice,,,
01/07/2014,HEIFER,LIVE FOB,65 - 80% Choice,283,"1,164",131.08
01/07/2014,HEIFER,LIVE FOB,35 - 65% Choice,"4,434","1,150",132.31
01/07/2014,HEIFER,LIVE FOB, 0 - 35% Choice,,,
01/07/2014,HEIFER,LIVE FOB,Total all grades,"4,717","1,151",132.23
12/04/2013,STEER,DRESSED DELIVERED,Over 80% Choice,,,
12/04/2013,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
12/04/2013,STEER,DRESSED DELIVERED,35 - 65% Choice,,,
12/04/2013,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
12/04/2013,STEER,DRESSED DELIVERED,Total all grades,,,
12/04/2013,STEER,LIVE FOB,Over 80% Choice,,,
12/04/2013,STEER,LIVE FOB,65 - 80% Choice,892,"1,207",131.45
12/04/2013,STEER,LIVE FOB,35 - 65% Choice,"7,309","1,271",131.54
12/04/2013,STEER,LIVE FOB, 0 - 35% Choice,,,
12/04/2013,STEER,LIVE FOB,Total all grades,"8,201","1,264",131.53
12/04/2013,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
12/04/2013,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
12/04/2013,HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
12/04/2013,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
12/04/2013,HEIFER,DRESSED DELIVERED,Total all grades,,,
12/04/2013,HEIFER,LIVE FOB,Over 80% Choice,,,
12/04/2013,HEIFER,LIVE FOB,65 - 80% Choice,"1,587","1,188",131.61
12/04/2013,HEIFER,LIVE FOB,35 - 65% Choice,"5,135","1,147",131.58
12/04/2013,HEIFER,LIVE FOB, 0 - 35% Choice,,,
12/04/2013,HEIFER,LIVE FOB,Total all grades,"6,722","1,156",131.59
11/12/2013,STEER,DRESSED DELIVERED,Over 80% Choice,,,
11/12/2013,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
11/12/2013,STEER,DRESSED DELIVERED,35 - 65% Choice,,,
11/12/2013,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
11/12/2013,STEER,DRESSED DELIVERED,Total all grades,,,
11/12/2013,STEER,LIVE FOB,Over 80% Choice,,,
11/12/2013,STEER,LIVE FOB,65 - 80% Choice,581,"1,291",127.53
11/12/2013,STEER,LIVE FOB,35 - 65% Choice,"16,049","1,308",128.72
11/12/2013,STEER,LIVE FOB, 0 - 35% Choice,237,"1,327",130.68
11/12/2013,STEER,LIVE FOB,Total all grades,"16,867","1,308",128.71
11/12/2013,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
11/12/2013,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
11/12/2013,HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
11/12/2013,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
11/12/2013,HEIFER,DRESSED DELIVERED,Total all grades,,,
11/12/2013,HEIFER,LIVE FOB,Over 80% Choice,36,"1,300",126.00
11/12/2013,HEIFER,LIVE FOB,65 - 80% Choice,"2,105","1,198",128.02
11/12/2013,HEIFER,LIVE FOB,35 - 65% Choice,"13,022","1,163",129.12
11/12/2013,HEIFER,LIVE FOB, 0 - 35% Choice,80,"1,161",132.00
11/12/2013,HEIFER,LIVE FOB,Total all grades,"15,243","1,168",128.98
10/18/2013,STEER,DRESSED DELIVERED,Over 80% Choice,,,
10/18/2013,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
10/18/2013,STEER,DRESSED DELIVERED,35 - 65% Choice,,,
10/18/2013,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
10/18/2013,STEER,DRESSED DELIVERED,Total all grades,,,
10/18/2013,STEER,LIVE FOB,Over 80% Choice,114,"1,420",123.00
10/18/2013,STEER,LIVE FOB,65 - 80% Choice,"1,360","1,349",123.46
10/18/2013,STEER,LIVE FOB,35 - 65% Choice,"8,853","1,321",123.98
10/18/2013,STEER,LIVE FOB, 0 - 35% Choice,93,"1,331",124.87
10/18/2013,STEER,LIVE FOB,Total all grades,"10,420","1,326",123.91
10/18/2013,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
10/18/2013,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
10/18/2013,HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
10/18/2013,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
10/18/2013,HEIFER,DRESSED DELIVERED,Total all grades,,,
10/18/2013,HEIFER,LIVE FOB,Over 80% Choice,49,"1,300",123.00
10/18/2013,HEIFER,LIVE FOB,65 - 80% Choice,"4,215","1,200",123.75
10/18/2013,HEIFER,LIVE FOB,35 - 65% Choice,"6,333","1,158",123.79
10/18/2013,HEIFER,LIVE FOB, 0 - 35% Choice,,,
10/18/2013,HEIFER,LIVE FOB,Total all grades,"10,597","1,175",123.77
09/09/2013,STEER,DRESSED DELIVERED,Over 80% Choice,,,
09/09/2013,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
09/09/2013,STEER,DRESSED DELIVERED,35 - 65% Choice,,,
09/09/2013,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
09/09/2013,STEER,DRESSED DELIVERED,Total all grades,,,
09/09/2013,STEER,LIVE FOB,Over 80% Choice,,,
09/09/2013,STEER,LIVE FOB,65 - 80% Choice,"1,517","1,315",121.50
09/09/2013,STEER,LIVE FOB,35 - 65% Choice,"4,838","1,320",121.90
09/09/2013,STEER,LIVE FOB, 0 - 35% Choice,401,"1,263",120.67
09/09/2013,STEER,LIVE FOB,Total all grades,"6,756","1,315",121.74
09/09/2013,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
09/09/2013,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
09/09/2013,HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
09/09/2013,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
09/09/2013,HEIFER,DRESSED DELIVERED,Total all grades,,,
09/09/2013,HEIFER,LIVE FOB,Over 80% Choice,,,
09/09/2013,HEIFER,LIVE FOB,65 - 80% Choice,"2,212","1,195",122.64
09/09/2013,HEIFER,LIVE FOB,35 - 65% Choice,"3,834","1,168",121.85
09/09/2013,HEIFER,LIVE FOB, 0 - 35% Choice,19,"1,140",123.00
09/09/2013,HEIFER,LIVE FOB,Total all grades,"6,065","1,178",122.14
08/06/2013,STEER,DRESSED DELIVERED,Over 80% Choice,,,
08/06/2013,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
08/06/2013,STEER,DRESSED DELIVERED,35 - 65% Choice,,,
08/06/2013,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
08/06/2013,STEER,DRESSED DELIVERED,Total all grades,,,
08/06/2013,STEER,LIVE FOB,Over 80% Choice,,,
08/06/2013,STEER,LIVE FOB,65 - 80% Choice,492,"1,275",119.00
08/06/2013,STEER,LIVE FOB,35 - 65% Choice,"3,073","1,274",118.97
08/06/2013,STEER,LIVE FOB, 0 - 35% Choice,217,"1,273",118.83
08/06/2013,STEER,LIVE FOB,Total all grades,"3,782","1,274",118.97
08/06/2013,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
08/06/2013,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
08/06/2013,HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
08/06/2013,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
08/06/2013,HEIFER,DRESSED DELIVERED,Total all grades,,,
08/06/2013,HEIFER,LIVE FOB,Over 80% Choice,125,"1,255",119.00
08/06/2013,HEIFER,LIVE FOB,65 - 80% Choice,776,"1,123",119.00
08/06/2013,HEIFER,LIVE FOB,35 - 65% Choice,"5,583","1,132",118.98
08/06/2013,HEIFER,LIVE FOB, 0 - 35% Choice,,,
08/06/2013,HEIFER,LIVE FOB,Total all grades,"6,484","1,133",118.98
07/03/2013,STEER,DRESSED DELIVERED,Over 80% Choice,,,
07/03/2013,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
07/03/2013,STEER,DRESSED DELIVERED,35 - 65% Choice,,,
07/03/2013,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
07/03/2013,STEER,DRESSED DELIVERED,Total all grades,,,
07/03/2013,STEER,LIVE FOB,Over 80% Choice,,,
07/03/2013,STEER,LIVE FOB,65 - 80% Choice,775,"1,270",120.63
07/03/2013,STEER,LIVE FOB,35 - 65% Choice,"5,712","1,235",120.81
07/03/2013,STEER,LIVE FOB, 0 - 35% Choice,70,"1,250",119.00
07/03/2013,STEER,LIVE FOB,Total all grades,"6,557","1,240",120.77
07/03/2013,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
07/03/2013,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
07/03/2013,HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
07/03/2013,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
07/03/2013,HEIFER,DRESSED DELIVERED,Total all grades,,,
07/03/2013,HEIFER,LIVE FOB,Over 80% Choice,,,
